"β_hat_cc_0","β_hat_cc_1","β_hat_cc_2","β_hat_cc_3","β_hat_cc_4","β_hat_cc_5","β_hat_cc_6","β_hat_cc_7","β_hat_cc_8","β_hat_cc_9","β_hat_cc_10","β_hat_wcc_0","β_hat_wcc_1","β_hat_wcc_2","β_hat_wcc_3","β_hat_wcc_4","β_hat_wcc_5","β_hat_wcc_6","β_hat_wcc_7","β_hat_wcc_8","β_hat_wcc_9","β_hat_wcc_10","β_hat_lcc_0","β_hat_lcc_1","β_hat_lcc_2","β_hat_lcc_3","β_hat_lcc_4","β_hat_lcc_5","β_hat_lcc_6","β_hat_lcc_7","β_hat_lcc_8","β_hat_lcc_9","β_hat_lcc_10"
-4.73524950415324,1.02221069000316,1.04829798087035,1.02470446230076,0.974078164519995,1.0014263247401,0.0106456908911763,0.0213280587860756,-0.0240868375978529,-0.0448130387180588,0.013542150088544,-4.7408991147005,1.00682488956175,1.0282507209815,1.01389225763033,1.00697222140814,1.00578214674909,-0.0178427178018962,0.0294246796874328,0.0264967443687801,-0.0245891651500032,0.000586134941963967,-4.71649629691363,0.991855411612562,1.01237186395591,0.994236727783825,1.00011010575373,1.02496373094231,0.0123093976188843,0.0230068486417803,0.0121397296844841,-0.00553677407417311,0.00473905698688346
-4.71913693430489,1.00493084502846,1.01169548013221,1.00082258391002,1.00341017265114,1.02771442111018,0.0280438743449405,-0.00649570547730986,-0.0132076609166138,0.00264343069783534,-0.0115090600314709,-4.66676995943964,0.967813557787364,0.932022699207524,1.0196184366908,1.00728178242211,1.01010769964482,-0.0256246048871241,0.0167643044933291,0.0413160981138629,-0.0597312398111319,0.0621170315334492,-4.74552614900107,1.0018352698597,1.01927325475736,1.01180993791748,0.986281229237226,1.02004993937191,0.00150025862214852,-0.0101287905374876,0.0138142962560568,-0.0156467604067635,0.0351089679641295
-4.68716587531205,0.962793206553491,1.00342298055631,0.992510738873995,0.998577557648321,0.972930031381889,0.01380647760115,0.00804898011556688,0.0169186697446112,0.00739043534720843,-0.00320153386482683,-4.61219215336775,0.968735843481383,0.943663762727958,0.954515658367099,0.983376932244405,0.994810744242448,0.0464477423879917,0.0140109720114276,-0.0120432837376457,-0.00624056319848082,0.0275350703158336,-4.72315814457347,1.0050843798067,1.002949459366,1.0113265498369,1.00500105654345,1.007332047594,0.0150202837201213,-0.0139161895812388,-0.0171567305875879,0.0240080821511667,0.020772964056373
-4.67875965539222,0.950375334904878,1.01259324662709,1.02375868377703,0.971668482645194,0.999465435711701,-0.00892852545407308,0.0145676245482304,-0.0389825849140222,0.00467480604004086,-0.00595234126067754,-4.64887890987916,0.985252095717679,0.981339533419529,0.964052419920559,0.991964989340608,1.00129371365698,-0.0105139326484813,-0.0141281530221705,-0.00909300993698325,-0.0178609382631893,0.0432575218217003,-4.64688140814839,0.997777003349407,0.978715399225506,0.976303111211525,0.978718142531913,1.0068765656523,-0.00401832999338985,0.00371805683728081,0.0115575799460278,-0.0111663252952967,0.00254313046601666
-4.72319281251817,1.03514409077707,1.00836193109434,1.01101852461511,1.0123180533322,0.999581608408868,-0.0103031310175731,-0.0295022926090329,0.050552966990959,-0.0191528793882281,-0.0068125692668101,-4.72063542735119,1.0107971278629,1.03441865793727,1.02936384601441,0.98803166585462,0.981035445650302,0.0173044918710138,0.0102584216589994,0.0112430509018509,-0.00104616479685386,-0.00818024106293267,-4.69179173017426,1.0165650636852,1.01655355403369,1.01299651777858,1.00265685944076,0.981798810902502,-0.0215105418480605,-0.0108244820566144,-0.000401424608569883,0.00584397201153451,0.0091012336391098
-4.6915336992939,1.01809839606153,0.980452929753738,0.979352920542661,0.994074200624105,1.00535840156776,-0.0136031462712043,-0.0264467977261169,0.0125493929483745,0.0125250904366691,-0.0359543665652643,-4.68842010711875,1.03547757243319,0.98935436221183,0.981255987757764,0.981806083842387,1.00379564641648,-0.0668500210327893,0.0319227629685158,0.0369654688528453,0.0714866848889819,0.0144795610173391,-4.6308354330214,0.989715650751876,0.967810540963495,0.990930269565176,0.993807142960674,0.973172506822053,-0.0320151153760992,-0.0190037677147195,-0.000732457181907533,-0.0039768887148129,0.0334422534935605
-4.67726511832991,0.990212066971467,1.0095418455677,0.977180890867939,0.966229746350502,0.999792319933943,-0.040889309658338,-0.0268321375548745,-0.00689159247038749,0.0263602251369734,0.0152288629850764,-4.66796127140946,1.01330916275077,0.960191516142256,1.01582499434221,0.983997219184853,0.986078855031651,0.0110158527625277,-0.0129411817764337,0.0128161581782521,0.0425250659299072,0.0053495869224076,-4.75144548626513,1.00018563513185,1.02552883332675,1.01124795830726,1.00602187460896,1.00836301935491,-0.00335796711901562,-0.0210596865133558,-0.000499824534256552,-0.00462114443108624,0.0172305946032424
-4.74223228348968,1.00990477471733,1.01918312502206,0.996916003073305,0.992439904845429,1.01443117893567,0.000202195097199212,0.0126887975441348,-0.0107053783621921,-0.00773002003816993,-0.0184824332604985,-4.674880472565,1.00924179356204,0.967751981826823,0.986834917912889,1.01823536531001,1.00340577729209,0.0370289852404037,-0.0418161777377065,0.00448826628789767,0.00664939882819397,0.0282534025675122,-4.68865055613155,0.949247597699782,0.990881859903567,1.01044794073836,0.995839790739835,0.999583571320117,0.0133508264339964,-0.00761689739897055,-0.00452914305969893,0.00354337845431365,0.00678459990911386
-4.73621119524868,0.991942265349175,1.03058216422021,1.01830007101121,1.01947303378132,1.00649654217658,-0.00418391733838614,-0.000896830713473692,-0.00866624483537608,0.0277167846234714,-0.0125945745238373,-4.69296706826218,0.995322801871787,1.03954478748995,1.0070251966605,1.01622671183716,0.978073459934845,0.00239154022258106,-0.00159626135465936,-0.00242038414832536,-0.0389284557523692,0.00817039736404735,-4.67531544675927,0.984149625040906,1.01148354273102,0.994028457181618,1.01034750309771,0.952734963828732,0.0125895681789097,0.0105372148147055,0.0176475097556333,-0.00862299189851846,-0.0273417499236146
-4.70603406426,0.994742110287016,1.01280756610828,1.0175096870755,0.996822442615065,1.00179519009782,0.0277146719357389,0.0300811766663761,-0.00275496344956538,-0.0379757666776632,0.00593748616006277,-4.60278887297556,0.970426920640205,0.964437734027645,0.958867786173428,0.95896826390401,0.96795920672228,-0.0232723193984913,-0.0144168663234476,0.0372208376804419,-0.00621675965718643,-0.0141750828207673,-4.68943282789429,0.9877033312365,0.973761779366518,0.993775525858363,0.993398909621443,1.01960169415418,0.016672418808191,0.00773596473720867,0.02061515137663,-0.00482009419685029,-0.0119054087122645
-4.70446533726572,1.03332163726649,0.996363759353898,1.00593618485657,0.960091789011058,0.987045596306312,0.00247550319420368,0.00196792767818499,0.0162295033085111,0.00699232913276808,-0.00518449017469992,-4.66810159908849,0.991889464214505,1.02038295916449,0.988843164942394,0.982600212147689,0.985035183463687,0.0151978047505708,0.0585514247379757,0.0338754494546929,-0.0210876001102568,0.00272665531868283,-4.65862954143927,0.982962586628881,0.974858585861205,0.994082651306581,0.996789135929704,0.974238041122498,0.0216094632505643,0.00418120117270612,-0.00868425268748827,0.0311475686266636,-0.0217276061396368
-4.71577480629345,0.99360362558294,1.02356071638012,1.00472251119758,0.995466122475235,1.02140117356523,-0.00288144381694818,-0.0258135306875769,-0.0436716212944027,0.0175959574881931,0.00359959704030287,-4.71387362339181,0.984427847555472,0.988076243423051,0.995058874238284,1.03201605470391,1.00332524997411,-0.0347612050075714,0.0173029722528425,0.0276464956574847,0.0184879607997686,0.0246834827170467,-4.68262403002284,1.00206030577997,0.976062959628072,1.00026392558228,1.00118360151248,1.02082547144496,0.0178223050331375,-0.0167913483198378,0.029133248735081,0.0168712546496292,-0.00868143330444396
