"β_hat_cc_0","β_hat_cc_1","β_hat_cc_2","β_hat_cc_3","β_hat_cc_4","β_hat_cc_5","β_hat_cc_6","β_hat_cc_7","β_hat_cc_8","β_hat_cc_9","β_hat_cc_10","β_hat_cc_11","β_hat_cc_12","β_hat_cc_13","β_hat_cc_14","β_hat_cc_15","β_hat_cc_16","β_hat_cc_17","β_hat_cc_18","β_hat_cc_19","β_hat_cc_20","β_hat_wcc_0","β_hat_wcc_1","β_hat_wcc_2","β_hat_wcc_3","β_hat_wcc_4","β_hat_wcc_5","β_hat_wcc_6","β_hat_wcc_7","β_hat_wcc_8","β_hat_wcc_9","β_hat_wcc_10","β_hat_wcc_11","β_hat_wcc_12","β_hat_wcc_13","β_hat_wcc_14","β_hat_wcc_15","β_hat_wcc_16","β_hat_wcc_17","β_hat_wcc_18","β_hat_wcc_19","β_hat_wcc_20","β_hat_lcc_0","β_hat_lcc_1","β_hat_lcc_2","β_hat_lcc_3","β_hat_lcc_4","β_hat_lcc_5","β_hat_lcc_6","β_hat_lcc_7","β_hat_lcc_8","β_hat_lcc_9","β_hat_lcc_10","β_hat_lcc_11","β_hat_lcc_12","β_hat_lcc_13","β_hat_lcc_14","β_hat_lcc_15","β_hat_lcc_16","β_hat_lcc_17","β_hat_lcc_18","β_hat_lcc_19","β_hat_lcc_20"
-6.95179733016854,0.918003279537352,0.900412050166865,1.11816738943396,0.980835225193144,0.976453649380936,0.866347756797784,1.04947255278551,0.879480174982987,0.954961337722995,1.00665530758145,0.12359063337029,0.12852612274843,-0.0522998571653432,0.0407943682083421,0.120315576435429,-0.0196961254761905,-0.194494510665712,0.000348043526716739,0.0282710690604554,0.0102002942908543,-7.53371559999955,1.05596906651592,1.11632376043614,1.13540444608244,1.01057838412785,1.05100700358093,1.19564263865084,1.15038308796207,0.957409324523883,1.11940733720974,1.01384189632575,-0.0537689525889995,-0.155358429065811,-0.181157714378105,0.0579824236290603,0.0294594253322288,0.116956182218683,0.0213653056831694,0.0759528556384032,-0.00812742193265787,0.0610914040518491,-6.94144242163629,0.952949951856116,0.916824490875202,0.990879209919473,0.930141543724341,0.998151583069537,0.960709452315597,0.970071795275718,0.980718874060751,0.953340917931385,0.953922744707066,0.0670926208185526,-0.0377618058817999,0.0747145426212728,-0.0221765639748389,-0.0866075253043458,-0.00988308726540436,0.0887514745975339,-0.0377456856404972,0.0316203920550825,0.0255989289877766
-7.55172364825101,1.02505921199201,0.983721981633844,0.94087174334262,1.07707147515649,1.13593724654889,1.29613527730437,1.12031372825333,0.922093535189837,1.08063908142268,1.11987794965834,-0.000106617426717243,-0.289649490282052,-0.13358731011158,-0.0321170091500133,0.100640731671175,0.133581373732879,0.000457942848425704,0.0995478004554114,-0.0369956024832585,-0.0089199182157433,-7.21668542762445,0.991837352987103,0.836059080860347,1.05747033074649,1.07884235770396,1.16847184568973,1.06978556600435,0.932183451499657,0.860034557591471,1.05805148594452,0.901066816371052,0.0646634273875334,-0.186420183433369,-0.00377962084322431,-0.0551243550909242,0.124462033634183,-0.084191372653473,0.106941665681677,-0.0630924646926229,-0.00315068435134088,-0.143046357170521,-7.51152946458842,1.06522334404296,0.960632219347037,1.12669537036342,1.024414727264,1.01024583240115,0.910193357711979,1.0651074551882,1.08770508520238,1.08506172982545,1.03869857421515,-0.034215667878063,-0.10035526962394,0.000492826572336263,0.00270398475201826,0.0770593109822819,-0.0192384704879992,-0.0474598958873568,0.00500963118676157,-0.0706124112383211,0.0127636472404099
-7.27814560898581,1.0607338613351,1.02388492920979,0.950299496948729,1.05792452999848,1.1903902645045,0.980873400911753,0.997693641244147,0.930728651073997,1.09724581183446,0.988165576649337,0.0191373111763757,0.0804970909540394,-0.0113208147493955,-0.0687656282128015,-0.0144574957647463,-0.217459989382741,-0.0065302309054312,0.0370220341484674,0.1074411103336,-0.00277208808610054,-7.77588200784958,1.06026582368745,1.27842428272582,1.15612611306895,1.22845626593554,1.19499652567159,0.944165578633174,0.841934023403889,1.31006853903572,1.08268693930498,1.10239435712357,0.0144396379164019,0.049135559691069,-0.0342216571308072,0.0988213040233132,-0.042828019456644,-0.00916834519623857,0.0276166139069186,0.101228418068377,-0.0951539181318809,0.0983948586034376,-7.33889791688957,1.06295523598694,0.955507402494774,1.0307196659711,0.969578076761035,1.03327987185987,1.02718290576242,0.949015281414632,1.0183369918744,1.01478249465897,0.990152270955275,0.086748942794965,0.0283129844705362,0.0758818546987794,0.0327112509639653,-0.0391988356555054,-0.040725387233421,0.0113205902092559,0.0202817098347306,-0.012004661543639,-0.0207147082818665
-7.04064941869958,0.865262807791392,1.00031295270171,1.03802261386763,0.917563978737693,0.959123659844952,1.02022008964271,0.87890609470573,0.991594804724157,1.01703915447031,0.879025220629822,-0.0708857204724364,0.0517648430560752,0.0466464666919858,0.0530202186115483,-0.033342125413623,-0.114398136113824,-0.0387703724454222,0.0671384490176404,-0.0386627700200806,0.0607662656557098,-6.86293119343296,1.08015077434514,0.913147029207638,0.954654819786859,1.02724301557288,0.912633095720215,0.905934323329514,0.924678521334125,0.880951300953427,0.847981269919288,1.04384353662631,0.0763659014524173,0.0337126232413066,-0.174030065496761,-0.209859937797585,-0.186028829513718,0.00745705528472429,0.0415550226539109,-0.0723415645528632,0.0849441877315239,0.0353403700266131,-7.31745619016073,0.994846002434804,0.965824057187249,1.10696146095072,1.04304492304266,0.92187904717469,1.02067039748267,0.956108588026804,0.963538796459364,1.05318050610211,1.03136423271765,-0.000314867325504647,0.0460979079721539,0.052956849769711,-0.0714907299692567,0.113862232126574,0.016714699871907,-0.0175658786219085,-0.0363110562381516,0.0572066484824425,-0.044225021730799
-7.25746043985358,1.06707950587922,1.00606688749324,1.01209529758729,1.0256279947074,1.08571642894891,0.955615273793725,1.08811967236003,0.863939282434758,1.06081177108226,0.97924979634237,0.0389000789112992,-0.0511004304015859,0.0252047514097963,0.105323674392762,-0.0104819420357591,0.1064268468094,0.0768758241636832,-0.0401965004921016,-0.182211127627677,0.0890526069755381,-7.57489774627164,1.06033302529732,0.988095217700836,0.877982230102683,1.01149990584187,1.10775163628449,1.01428704394628,1.11960192338539,1.19520580047618,1.16170468181606,1.10256702802972,-0.0766811243032652,-0.0576821195093895,0.12313611630138,-0.0972927112399771,0.126758984827273,-0.0412200436037037,-0.0988231673524094,0.212994271137728,-0.0434737903193488,0.0482822620802119,-7.57146825595711,1.0289705494473,0.994904350121498,1.11419146541762,0.979519762847339,1.05209200464244,1.03239555176689,1.07646391318119,1.01595668836106,1.02420907647569,1.11501538306113,0.0138454400384414,0.02554552863106,0.0590481733033457,-0.00802463507042206,0.020487025439961,0.00305774355485686,-0.0699414330293112,-0.0135058987090149,-0.000493475022042944,0.0110551888201812
-7.42921645896188,1.0560464502551,1.00226512825454,1.00699895835395,1.04721260495035,1.0322737069985,1.08997009028436,1.11403872541277,0.989441455255256,0.934204878140355,1.11980206153477,-0.189020072735488,-0.077476084397176,0.114335086501901,0.156817460846275,0.00784748557156343,-0.0367163192659141,-0.0106379707712411,0.0895217535929634,0.00324330359816533,0.126061362228898,-7.16784673960578,1.20012178996051,0.996182022837739,1.08975312757826,1.01346082023589,0.87452118096898,1.02906604018317,1.01149933258147,0.942217362020896,1.02305484031024,0.962864613251789,-0.0284136365151374,0.0403127142137154,-0.0720372164509748,-0.191879339444885,0.240702343288286,-0.0404011030886344,0.0175354275811052,0.0609804589035094,-0.00728537050339261,0.0219308605501795,-7.29149067185546,1.03129077976202,1.04436439811928,0.902789709251684,0.972177645993884,0.973456221526098,1.06858482841272,0.964616698195474,1.02472845701223,1.04436529214342,1.04324280065166,0.0223593922861381,0.055459587108296,0.0537905875355733,-0.0203091807118722,0.0486848430258096,-0.0245550096677526,0.00896259711364694,0.0407404245975603,-0.0767174870682841,0.0794300540858764
-7.26667993208076,1.00040313353763,1.05056905798608,1.00019710505595,0.944585295785792,1.01034922746184,0.996623017659576,0.988760426717116,1.14117625098635,1.04696732757954,0.983308110317824,-0.0980803700330863,0.141793038920293,0.0490688169432519,-0.0656036554038743,-0.0570940791221016,-0.0723153246278569,-0.0378703505117571,-0.0996296621964999,0.0227525737866823,0.0586868046173075,-7.11941679382635,1.05077467889845,0.901837229015765,0.872097125486178,0.9341893211285,1.01996732882428,1.02510960874104,0.844599112145013,0.886555498422478,1.11161340261113,1.07714825190037,-0.0880568234812426,-0.267096416854674,0.00404208021327563,-0.034818361420926,-0.0499684937791907,-0.021435234448805,0.00653654079141639,0.140633567789149,-0.015285861923589,0.00972977822902072,-7.7487279496803,1.09295658628965,1.04097344825481,1.00203568800755,1.06637088184936,1.04736014152044,1.07538990764788,1.09493926812661,1.0722054084465,1.09999748420119,1.04156555825342,-0.0403928159803609,-0.0119008622434817,-0.0834444052053924,0.0254747591864844,-0.057954274858622,-0.000942990588723002,0.0472720365096019,0.00297694861366532,-0.0500485090994365,-0.0373446725126448
-6.96791857691435,0.929235147889921,0.951501246311698,0.970527275618333,0.930578263382648,0.942076931598309,1.00082989535152,1.0321526864003,1.03083160914291,1.13252347754427,1.02010561049553,0.025305077912195,-0.106428974651731,-0.0547490723221532,-0.0542807944488122,-0.054091160797377,-0.00513709343363211,-0.0787729381971363,-0.042086402964583,-0.109779682538046,0.0446109809217667,-6.99137179580074,0.881849456001223,0.980262885173805,1.00963423251855,1.03417509906203,0.854674712248957,0.882857901482984,0.989590011284918,0.899583774299628,0.925216139580707,0.985804953888007,-0.027296228587176,0.0343068205252713,-0.0273617165071595,-0.0212412696321655,0.0197067546815259,-0.0439936901759999,0.0376582378815974,0.027149517080118,0.198627714910795,0.0972742061323974,-7.38733950165411,1.01150125373284,0.998407272327047,0.965097109279356,0.97418346802533,0.982672415108532,1.11003288882055,1.05349297875122,1.01953192504016,0.992757752447129,1.05351171394054,0.00185048737345314,0.101660437677578,0.0142123894543087,-0.042267772639017,-0.00200363192701362,0.0268415829915314,-0.00627389797321412,0.00503253648833911,-0.00851074053435021,0.0532167784837293
-6.94406963078019,0.944779512805075,0.888099932253108,0.993571977850634,0.978303018581202,0.96214844945724,0.952595083472566,0.860050299523553,1.02083091293675,0.961759202471475,0.993780262790234,-0.102243897460104,-0.00302138692788831,0.0381075217524949,0.0213824101458332,0.0411223650888009,-0.0252329238370716,0.0447533954093854,-0.0498863880974251,-0.0309639627910464,-0.0503561329406333,-7.71790420142277,1.2343983857403,1.19582664638405,1.1788015163863,1.02767876084356,1.0723059332943,1.01834861397857,0.958254502254695,1.14016206050256,1.11631495281187,0.956181212475461,-0.192114367111209,0.0371924095253576,0.0787239068261062,0.0475808305622685,-0.03331164588273,0.048368075437648,-0.0382526227964669,0.0705784911331841,-0.00470768624748513,-0.123752055495279,-7.23538840843939,0.970068303043626,1.0355207720294,1.01733188433133,1.01973329352288,0.950607959822172,0.943625441065792,0.963789615214431,0.976212724719838,1.04038552954783,0.989668411629453,0.0973690118244531,-0.0247374626459144,0.0910301348018779,-0.00599561396587603,0.00428781252846654,0.0353483221553641,-0.0115058454813678,-0.102100092815187,0.00281984580597558,0.00705797183843607
-7.3381132353226,0.98320570187199,0.932640722051617,1.09248948506626,1.04896551890558,0.999646911629019,1.02185944267862,0.979940830552303,1.01773035529736,1.3003982711398,0.924880996340737,0.116166916489357,0.08790428502829,-0.0588624168382756,0.0696378955544599,0.02689184709355,-0.0139529700880108,-0.0225002336828333,-0.118086448445937,-0.11610100095999,0.139249857003896,-7.1678965822314,0.998679522278499,0.853323203689014,1.11116571382759,0.978538824244039,1.09476820103734,1.00669697611923,0.973552319659454,1.0144530837886,0.955089230410104,1.00289063558996,0.0510618157926089,0.0173474468007714,-0.0165820286281582,-0.136549875847415,0.0766193830189601,0.0354319638559656,-0.0271047140765843,0.0813420525351657,-0.0320879621688964,-0.154138727966184,-7.30188904798138,0.922309929391155,0.985254904580033,1.00470623936006,1.02048811782364,1.00716507253006,1.04437615655323,0.975349246614555,0.944167738348499,1.00095823576356,0.94215411524385,0.00148502282358851,-0.103849016980343,-0.00309776838503256,0.0256964208737283,-0.00257039302762188,0.0615275700894824,0.0421270173804461,-0.0170862159106323,0.0157568376568059,-0.0185159119130534
