"β_hat_log_0","β_hat_log_1","β_hat_log_2","β_hat_log_3","β_hat_log_4","β_hat_log_5","β_hat_log_6","β_hat_log_7","β_hat_log_8","β_hat_log_9","β_hat_log_10","β_hat_log_11","β_hat_log_12","β_hat_log_13","β_hat_log_14","β_hat_log_15","β_hat_log_16","β_hat_log_17","β_hat_log_18","β_hat_log_19","β_hat_log_20","β_hat_log_21","β_hat_log_22","β_hat_log_23","β_hat_log_24","β_hat_log_25","β_hat_log_26","β_hat_lcc_0","β_hat_lcc_1","β_hat_lcc_2","β_hat_lcc_3","β_hat_lcc_4","β_hat_lcc_5","β_hat_lcc_6","β_hat_lcc_7","β_hat_lcc_8","β_hat_lcc_9","β_hat_lcc_10","β_hat_lcc_11","β_hat_lcc_12","β_hat_lcc_13","β_hat_lcc_14","β_hat_lcc_15","β_hat_lcc_16","β_hat_lcc_17","β_hat_lcc_18","β_hat_lcc_19","β_hat_lcc_20","β_hat_lcc_21","β_hat_lcc_22","β_hat_lcc_23","β_hat_lcc_24","β_hat_lcc_25","β_hat_lcc_26","a_bar_lcc"
-8.72524601276101,1.00169638848103,1.00320803325493,1.01088862305972,1.00398829983051,0.999778628303926,1.00024048923401,1.0073242199205,1.00032086110731,1.00026911875789,1.00360038364576,1.01034710566404,1.00140813705489,0.994959885303873,0.0112622978656819,-0.00566847347653542,-0.00175180845468353,0.00711218219436345,-0.00178789438696204,-0.0116038496253964,0.0133614082490961,-0.00425168708609782,-0.000225339932104987,-0.00777013314479071,0.00481916873052585,0.00724067224900096,-0.00751887862568982,-8.6836888608911,0.99635699474061,0.993331281049462,0.99333868447954,0.999436428730252,0.990897382934358,0.988280941868535,0.989067157457146,1.013063166685,1.00234174602466,1.01306110463198,1.01401231565021,0.98480102149274,0.996137666183898,0.0162962024406006,-0.00656950779229159,-0.00827898451309587,0.00647917235578918,0.0108914539635217,-0.013118462855035,0.00497090361178455,-0.0109274655905541,-0.0188885352909399,-0.0030578853294314,0.011461367298653,0.0149495671676925,-0.0296440069748024,0.0285524248264258
-8.67509684358131,0.998484251549374,0.98941822986366,0.999601485872407,1.00300338968666,0.99502359317455,0.994130643232083,0.993258750502996,0.998473363532887,1.00176584551494,0.992348146401519,1.0005424649489,0.999315729069576,0.996459809113236,0.00297406969814043,-0.00427701236963815,-0.00282438944971414,-0.00612424404361924,0.00543885467244805,-0.0017839529864885,0.000142549656787489,0.00364762697330666,0.00483513912096587,0.00102486994155926,-0.00603070639211366,0.00436651059989406,-0.00851517463297088,-8.71486201150844,1.00651158502061,0.995455636710784,1.00839670742772,1.01115437932668,0.997722279679098,0.996319186977858,0.997659839483219,0.984413764870237,1.01321521001664,0.992740349322904,1.00872204399249,0.999739098845721,1.00939071065206,0.0166019528368276,-0.00269194132964608,-0.00465048901160361,-0.00035639719173374,-0.012098149477478,-0.00732365967164196,0.00704512915901455,0.00265320567172825,0.0187129980648393,0.00577202547421781,-0.0108294275183283,0.000582495668404419,-0.00661893000032385,0.0283997737819293
-8.7256465800983,1.00255175090985,1.00615535667373,1.00183769456068,1.01029593842204,1.00020554247439,0.989935462858708,1.0150919330212,0.999320777057021,1.01024778699576,1.01138673392324,0.991166470327322,1.00655688812422,1.01144260680259,0.00494796033414908,0.0118487203369797,0.00649250319756423,0.000260716127438624,0.00226224175588767,-0.00853765832670622,-0.00672042106021712,-0.00298958738300289,-0.00230942897641217,-0.00255751396304633,0.00246669428094037,-0.00742393425586637,0.0084526545773419,-8.74651126659171,1.01253259951881,1.02111419625542,1.01464199767032,1.01860908609845,1.00124918153051,1.00094612327113,1.00960938808818,1.0079460746301,1.01980875119949,1.00513910324619,1.00169571393432,0.997226427825074,1.00212688236922,0.0221121560893274,0.0141952653506433,0.00351875802628987,-0.00700187001257102,-0.00278020002801916,-0.0153502566564044,-0.00604580914477661,0.00173889136699459,0.00197491850285894,0.0112306453743415,-0.00257410448373821,-0.00124564638242009,0.0132675382430334,0.0284726307534031
-8.7250911448068,0.99914146079402,1.00361948283755,0.996643006215463,1.00829738949368,0.994902005750217,1.01521559365759,1.00977472337561,0.9990907065399,1.01255205532644,1.00224229456658,1.00232564167637,1.0019183295462,1.00592355749451,0.0102468865899361,0.00135323720417889,-0.00364077801013438,-0.00118675248211856,-0.00791611586274371,0.00647066320106947,-0.0068664932133486,0.00501147327887506,-0.00611845694483102,-0.00715046319865348,-0.00269725232052104,-0.0139295196448776,0.00566019241956008,-8.66789947587805,0.990140667488271,1.00470429149751,1.00859771860547,0.992192913821331,0.995606942167761,1.01534804881484,1.00746824447078,0.988689722826555,1.00324266077912,0.984762901965938,0.997617162359701,0.991184504827914,1.00589246936051,0.0116326191225921,-0.00629238280175138,-0.0180512729010218,0.000937284209254494,-0.0204302482053013,0.00637951958948853,-0.0123487675868209,0.00793222188631797,0.00313531304707484,0.00493504862468497,-0.0100671528339357,-0.0214705929084518,0.00142997865385758,0.0284194941579162
-8.6809167773514,0.998769809911666,1.00440583893671,0.995551136254278,1.00716478948676,1.00201418806841,0.992808883717797,0.995976900254241,1.00154929263907,0.999813028282334,0.98886617884805,0.99329527944223,1.00050417511172,0.997408589887656,0.00345275644226343,0.00695416136734259,0.00659131450985188,0.00122252618070633,-0.00381960153722085,0.00221494432604969,0.00655379395428547,0.000214623378552134,0.00653583944534904,-0.00539670067544449,-0.0052575097149632,0.00360932166232847,0.00875907625615084,-8.72689936712317,1.00237222782103,1.00811060880633,1.0115498863563,1.01870375774823,1.01302802266232,0.997953103311305,0.987278988641416,1.01156606333949,1.01471385115901,0.990120748917256,1.01159009575281,1.00124151823975,0.987578586767394,0.00587944106037091,0.0149808200085873,-0.00105356902700543,-0.00896183760557132,-0.00776028164088003,-0.00289175422558084,0.0149583793829866,0.0123614792781312,-0.00465957235337493,-0.00601402541901314,0.000907554777827259,0.00411119590241995,0.00925952627702947,0.0286008064750705
-8.72526746091033,0.997855597901017,1.00857363970527,1.00186794946812,1.00779167922565,1.00363106609182,1.00080835692686,0.99814987575758,0.990167933816833,1.0120863939381,1.00573188444175,1.00111796151199,1.01516955256868,1.00931461085506,0.00491456654083232,0.00498482973085916,0.0110498391784802,0.0131183068953155,-0.00146905828956357,-0.00275931571868244,-0.00295106359142225,0.00204033112489981,-0.00158386151671192,9.08369239581886e-05,0.00376639559314406,0.00206646718131524,-0.00268574494231022,-8.72231986393502,1.00950501449667,1.02005485265207,0.999099318046583,0.994707395574589,0.987361803473378,0.986563496994187,0.996153280823888,1.01486038506459,1.01830194320973,1.01549305306698,1.00189849007019,0.999081687457152,1.00540299660842,0.00559565573901013,-0.00713586574026068,-0.00322922334520146,0.0175125406865502,-0.0033170530798088,-0.00231279543382507,0.00250163655687679,0.0158509656292844,0.00278516465349127,0.0135012364734857,-0.00196150327957102,0.00365317793303889,-0.00106737868270454,0.028326773194419
-8.71519862657094,0.992873862854932,1.0067886591398,0.998245272959722,0.999553932072264,1.00699138867142,1.00560074278887,1.00575503753975,1.00691954172562,1.00020899513772,1.00211799172445,1.0010992405181,0.9994636233651,1.00677239079673,0.000926079709265975,0.00372952530197719,-0.00199316860443156,-0.00347338821763728,0.00791597560448098,0.00773258167201888,-0.00409119376389092,-0.0148836399603695,0.00368363637020659,-0.00972902776724817,-0.00737587689966856,-0.00108549947882326,0.00934002912902246,-8.67882456203739,0.981806550668824,1.01697159599407,0.977459625640529,1.00043426612266,1.00081887242361,1.01648724317955,0.990055033213426,1.00575025653906,0.99638439735012,1.00119933759723,0.997977701892489,0.992476024732111,1.01294724308599,0.00767072477371302,0.0103275190612515,-0.0016024696342387,-0.00564432724817609,0.007998559864581,0.0139312641797959,-0.00336561435714301,-0.0087438010969456,0.00117988182643635,-0.00468860662064248,-0.00734426399735767,-0.00631720857809791,0.0122733524063192,0.0284213855683175
-8.69341046593877,0.994609095194958,1.00680710349361,0.985617003657228,0.993353364848472,1.00569231079354,0.99365888691307,1.00494831677672,0.994871310713939,1.00040675535846,1.00503037929068,0.99985934980409,1.00739885503204,0.993340853728895,0.00222195284069147,0.00189912066328135,-0.00699514947804127,0.00370079402750443,0.00636603096439287,0.0049115430254585,-0.000288676413048889,-0.000644432021908728,-0.000674880054076483,-0.00596224197668689,0.00340235882582587,-0.00472924378576509,-0.0132112781677283,-8.65965402809855,0.981627720597952,1.00780240189463,0.981707073213376,0.984012612221201,1.00948417799958,0.99869440576679,0.99193816326014,0.984425911154783,1.00275741174893,1.00181212512245,1.00012325022391,1.00614600369279,0.975795977140289,0.0031464702073456,0.00920858005737726,-0.00926460451884373,0.0202822026231713,0.0188738323626086,0.00317659914159286,-0.0116636914752858,-0.0106946992083443,-0.00022067328565166,-0.0108883138949588,0.0228966244452485,0.00115021206648499,-0.00748708923353632,0.0284908403773779
-8.72319518377046,1.00464673407625,1.00541274714909,0.984023818647754,0.996396935458229,0.997128848284031,1.00498318145821,1.00251658573892,1.01002625977883,1.00140798625755,1.00974569025764,1.00687814978844,1.00741643409474,1.01112149726417,0.0104937147811289,-0.00410001370824988,0.00832103215809111,-0.00647280485570749,-0.00842249385900415,0.000167701274268181,0.00115034952182478,0.000841648446894926,-0.00302398972566063,-0.00123406284947482,0.00491645187693371,0.00235120399732223,-0.000432544357896855,-8.7048108132267,0.98967266509359,0.997288289718262,0.969808529931506,0.996526590469514,0.999688392064939,1.02546350102611,1.00863971312726,0.999887300357618,1.00338576225873,1.01556353209054,0.998962473560055,0.996764983206833,1.01386866614699,0.00464316859402666,-0.00817984054340291,0.0132991365239828,-0.0068727925831209,-0.00633650209485509,-0.00497633101072158,-0.00167390645464126,-0.0124882706315997,0.00160532951357539,0.00642151651010498,0.0131852061181205,0.0142135088160197,0.0079005765189123,0.0283682699936952
-8.71276659068552,1.00235633344699,1.01071122554169,1.00438103182257,1.00142299499706,1.00696124644086,1.00027644558396,1.00476357832345,1.00620973545371,0.985935885945148,1.00212094182953,1.00482864926497,0.995386691333758,0.991640027276376,-0.00302857916752059,0.00246058887528633,-0.00493163344704342,0.00704255914098721,-0.0059661086106906,-0.00163060188094151,0.00233490923239019,0.00282674802154739,-0.00306839436065733,0.00148158557432999,-0.0019600911741216,0.0164384304830583,-0.000675854911474433,-8.69353001290588,0.999183708451643,1.02768707755241,1.00418425839564,0.990788632388655,1.0042976448029,0.985963845562222,1.00304275032928,0.988057704286529,0.986726813956453,0.999146804406469,1.00813856266669,0.988875902241171,0.993649216272437,0.0019719156391796,-0.00757917231401926,-0.0135718682752492,0.0119348908009729,-0.013076240463137,0.0109314147120098,-0.00174176657098364,0.0127613204729228,0.00610203106451153,0.00352910642180125,0.00768363818550245,0.00958476384329108,0.00901190781845139,0.0283419641671338
