"β_hat_cc_0","β_hat_cc_1","β_hat_cc_2","β_hat_cc_3","β_hat_cc_4","β_hat_cc_5","β_hat_cc_6","β_hat_cc_7","β_hat_cc_8","β_hat_cc_9","β_hat_cc_10","β_hat_cc_11","β_hat_cc_12","β_hat_cc_13","β_hat_cc_14","β_hat_cc_15","β_hat_cc_16","β_hat_cc_17","β_hat_cc_18","β_hat_cc_19","β_hat_cc_20","β_hat_cc_21","β_hat_cc_22","β_hat_cc_23","β_hat_cc_24","β_hat_cc_25","β_hat_cc_26","β_hat_cc_27","β_hat_cc_28","β_hat_cc_29","β_hat_cc_30","β_hat_wcc_0","β_hat_wcc_1","β_hat_wcc_2","β_hat_wcc_3","β_hat_wcc_4","β_hat_wcc_5","β_hat_wcc_6","β_hat_wcc_7","β_hat_wcc_8","β_hat_wcc_9","β_hat_wcc_10","β_hat_wcc_11","β_hat_wcc_12","β_hat_wcc_13","β_hat_wcc_14","β_hat_wcc_15","β_hat_wcc_16","β_hat_wcc_17","β_hat_wcc_18","β_hat_wcc_19","β_hat_wcc_20","β_hat_wcc_21","β_hat_wcc_22","β_hat_wcc_23","β_hat_wcc_24","β_hat_wcc_25","β_hat_wcc_26","β_hat_wcc_27","β_hat_wcc_28","β_hat_wcc_29","β_hat_wcc_30","β_hat_lcc_0","β_hat_lcc_1","β_hat_lcc_2","β_hat_lcc_3","β_hat_lcc_4","β_hat_lcc_5","β_hat_lcc_6","β_hat_lcc_7","β_hat_lcc_8","β_hat_lcc_9","β_hat_lcc_10","β_hat_lcc_11","β_hat_lcc_12","β_hat_lcc_13","β_hat_lcc_14","β_hat_lcc_15","β_hat_lcc_16","β_hat_lcc_17","β_hat_lcc_18","β_hat_lcc_19","β_hat_lcc_20","β_hat_lcc_21","β_hat_lcc_22","β_hat_lcc_23","β_hat_lcc_24","β_hat_lcc_25","β_hat_lcc_26","β_hat_lcc_27","β_hat_lcc_28","β_hat_lcc_29","β_hat_lcc_30","auc_cc","auc_wcc","auc_lcc","a_bar_lambda"
-9.32170569196431,0.893467899593852,0.873515867640543,0.986058574112643,0.920074779305476,0.990480293752331,1.02720077999145,1.12361267490584,0.933182563546042,0.963437180371142,0.917400580483864,0.841581733709841,0.864609424583158,0.986284677451798,0.911364552736812,1.0234535348249,-0.0288021194883125,0.0896505765742599,-0.03307939002954,-0.0761422151511681,0.0590983999244916,0.00881455461485532,-0.0513941768361016,0.0786535147968865,0.0152512078331007,0.0595177058744973,-0.121750717967078,0.0396202658046957,0.0676766671699135,0.0187624954836131,-0.0929708330833378,-10.5645228616781,1.07234020308578,0.962189451633701,1.1279486377073,1.15159239580122,1.27055267203289,1.10541438918985,1.12253422251453,1.24659896952275,1.13429373074695,1.1048779203565,1.05472252180434,1.1828608526926,1.17647383814843,0.955073472068292,1.1130100857242,0.0828459981854323,0.171516684478938,0.123964811141085,0.0440644733390931,-0.0335871004018188,-0.0176864286380752,0.281306200547307,-0.0730321403202355,0.0886575766556819,-0.0927673430315207,-0.134217330920085,-0.0234661177439696,-0.0652590948032515,-0.0317909537073361,0.122563810333484,-9.80181260843893,0.935824420400131,0.985830119498992,0.973464713128113,1.14645263502774,1.08521886975098,0.986131262045641,1.16540867333561,1.00260815008124,1.05813438867491,1.05856712221215,0.987765910955632,0.993807969195252,1.03684871611961,0.89319983748894,0.951522587155084,0.0451446059871555,0.125074425833433,0.123953979483617,0.0761223849115121,0.0639729963722468,-0.164273022675301,0.132110103414923,-0.0716208914602124,0.0373896339520704,0.100925150802294,-0.146801798471771,0.025776580176014,0.00765942071866099,-0.0304356678978929,0.123625502664978,0.996784580246914,0.99668950617284,0.996756901234568,0.515063104550821
-9.68546092258553,1.06102117665589,1.03043151960423,1.08043496737656,0.980140295754385,0.98888816889367,1.1076143849335,1.01038350826972,0.935747240530255,1.06993766975475,0.970393123155021,0.913584171845483,0.984968469304623,0.997041495282527,0.989968330094929,0.977869672132935,-0.0606431254244418,-0.0688746393281568,0.0601787191454859,-0.0376879498375976,-0.156332639224372,-0.0955307891333804,0.0631205505244843,0.045674959070663,-0.0381874919114326,-0.0400154150399802,0.0416730499746968,0.0641119681980729,-0.0910778731406679,0.0203330987221418,0.0705305465730656,-10.2262813746028,1.0891947596995,1.15860741048336,1.13919869094185,0.954452706658408,0.993177122799035,1.01822908860304,1.07120358316668,0.989318338222175,1.09833739751469,0.987790996985501,1.16818756739039,0.95331725898152,1.09900668300772,1.10683446121913,1.14212750142755,-0.211202067813129,-0.0883178622865198,0.0641897285135726,-0.00659146624599842,-0.0845505756084894,0.0124219797924815,-0.0268942852046466,-0.0463797498395987,0.0917303007289139,0.196658465811749,0.0281733205956739,0.0641605335286235,-0.0152481841637266,0.0371070421979401,0.00247151133799656,-9.51168714927099,1.07631345797574,1.06068800468036,0.967329465817736,1.02915230251576,0.849770137535076,1.11023464606928,0.91889414786291,0.897612960599945,1.00817638425981,1.11981186191597,0.931069585040593,0.906795820589691,0.935809439491797,1.02051423505324,0.89596485141732,-0.244142001904385,-0.108644730048812,0.0797592660907971,-0.156866699715557,-0.108242872019974,-0.0201639799003916,0.0415653663968873,0.158096320060587,-0.163505916305266,0.0821746852510949,0.140756956052075,-0.0373060826424658,-0.121323142474431,-0.0407515933829558,0.0558916706553935,0.996590444444445,0.996530864197531,0.996394641975309,0.526454105626624
-9.8067972764126,1.05561172313955,0.90885578672585,0.978503692030032,1.12543352011572,1.05367509372475,1.05258972556527,0.910954496058882,0.972785742237869,0.959598848729228,1.0904998171287,0.976544615641561,1.0032378198639,0.908667666097869,0.983665535522751,1.08691325088233,0.0742416858709678,-0.0442744828511474,0.0445717839212499,0.0341815166726909,0.0363007109763116,-0.0760018573935704,0.0464876891798891,0.0997210510677503,-0.0738694088085226,-0.0356177748204099,-0.0626264775368365,-0.133707079609971,0.0327678532389646,0.0694775653739499,0.055042416452627,-9.57457260820517,0.994380485721682,1.05320722740247,1.04487389448614,0.910579768416288,1.01575966382998,1.00861593439061,0.952427417099058,0.915137377219091,0.849820267193572,0.868474932852692,0.951566148461705,0.955508616591567,0.970365826980625,1.11263004545662,1.05088103868364,0.0411708390185123,0.0346086011559397,0.0206550926018003,0.0559735512880274,0.029031587267517,0.015393589625351,0.0120594672711086,-0.0582156185539945,0.080952636040896,-0.065839526667656,0.0990199433523798,-0.000992572915958954,-0.0285624476615098,0.026571794170742,-0.0222814275472965,-9.59631703994063,1.08742418382397,0.987649652570109,1.02965018058095,1.04595918174601,1.08148151813579,1.03581352242935,1.08173139548521,0.8835394968439,0.877972948034477,0.913046840144092,1.01614429940261,0.945591890207597,0.915621089026653,1.00798505013453,1.07790737616453,0.0675167401130079,-0.00534169598791769,-0.036929705906213,0.0671806947684613,0.0260814695783812,-0.0291799811511235,-0.0266076192696836,-0.0907195774913952,0.0138395237072111,0.0232017913834831,-0.0775815777266437,-0.133403504319451,0.00894401777688861,0.00536598497716531,-0.00031903609714809,0.997016580246914,0.997058962962963,0.997029024691358,0.53330244401211
-10.1559208649099,1.11730701556746,0.974802785053909,1.09821613625127,1.13114445513976,1.00916871946275,1.11640419552181,1.14407766389074,1.04849253963205,1.07784891915346,1.03262411120425,1.06096852314001,0.9430963276758,0.916525676624768,1.00154043193909,1.08210283239285,0.008757581391979,0.0425255211651221,-0.0874555638234506,0.0741484680204019,0.00873305113779605,0.0039155341601427,0.032491983070177,-0.0134529413849366,0.14255397586827,-0.0304669380113936,0.100803248062775,-0.0615447953712299,0.0756493130212762,-0.0236212860449039,0.0319472246957488,-10.9745478691494,1.10319590452478,1.12738022448216,1.15597903110398,1.21068740741769,1.16698212605964,1.13154923638503,1.3123021030198,1.02946137935431,1.18017149927823,1.20776668743003,1.17847074718291,1.05302501768755,1.14215015756663,1.04675851447676,1.13150592361009,0.0116467827318973,0.142464317180392,-0.0923233855309292,0.0379276279656542,-0.0462148754789208,0.087220788425316,0.0395064713539299,0.137056079628986,0.0436486359060756,-0.18482017653802,-0.00786548119306611,-0.0264876340026295,0.133929969219231,-0.00131268381057693,0.00391023123771672,-10.1234892142537,1.07723710867445,0.982560468130209,1.07884166743957,1.05632202752088,1.16275441027502,1.07713790175005,1.09808168700809,1.04468440744898,1.00670515789151,0.978441361124558,1.11199028359639,0.989596619243624,0.893541190283611,1.13638097957967,0.957345060431564,0.106251568384868,0.0700329052504906,-0.0280938463953392,-0.0220106499041881,0.0158579473914168,0.0264811261713784,0.19840409375442,0.149162791008518,-0.0895181752683216,-0.106405370435866,0.0451991769827109,-0.0102309282615437,0.0810515166290736,-0.0627233340782926,-0.0231543290536997,0.996399049382716,0.996447530864198,0.996349851851852,0.501826511474825
-9.79311202627265,1.08861651640725,1.06784138240574,1.08528343731793,0.999377461176269,0.924025462233978,1.02245486677035,0.973794258376634,1.01719551352456,0.979793376449867,1.04512700310888,1.00324352594815,0.992985258486682,1.04417410066016,1.05780518248312,1.04002186895024,-0.0253461487164402,0.0363334227162065,0.0704217707444436,0.0523641221547118,-0.135505489529442,-0.0773863437080984,0.104708328244037,-0.0604399166556918,0.0330723438888098,0.0871666881223551,0.0302735888257924,0.0813624192178971,-0.0239425170979413,0.0547381447831317,-0.0659505379335039,-9.45947515747077,0.925023938559648,0.849607960825238,1.12389904868029,1.11839808735228,0.936882607432111,1.01859103138834,0.926311396451413,0.953432529765468,0.87504835878961,0.8201126802411,1.03259531816128,1.12103434272071,1.02578615900631,0.899238389883113,0.947199782003364,0.0535675303421921,-0.0217691104916098,-0.066577092309188,-0.0248381413207469,-0.122024151520477,-0.056774421707657,-0.084812854384079,-0.0451452590659768,-0.0692215652886431,-0.0472409261207597,0.0777086897461882,0.0193617799755045,-0.0215397241337568,0.0704133472370913,-0.123503080159355,-10.1166805209325,1.0941044303049,1.10012697181391,1.09312264697632,1.04176564522081,1.05941846344354,1.10538566426161,1.01669764507233,0.928780236558167,1.09107050497025,1.07330360831566,1.0522528784116,0.984125935594176,0.96376616010227,1.07058639720255,1.06190076474353,0.074171770666768,-0.0242898445970007,0.00991623143187247,-0.0747005708252793,-0.0239597846715778,0.0377163095446527,-0.129731754343936,-0.0200205795415792,0.0517313259898935,0.102858493075654,0.174705017337453,-0.0360575931778258,-0.0279179470532321,0.100534223119471,-0.0315842072162249,0.99674850617284,0.99669775308642,0.996799296296296,0.518943059774777
-9.94260136313761,1.09328696881732,1.11121735203974,1.03428209911526,1.08664482265773,1.0267144334853,1.00561659854199,1.24190719577507,0.961348025138801,1.02301076776044,0.993644181383067,1.03503798242971,0.932922960999004,1.05819923479543,0.966597150471736,1.01495814324091,-0.0603902892473749,0.0309086054731109,-0.00673927975617832,-0.0650028165738558,0.0156495796067441,0.0150696559958041,0.0808335878122744,-0.0838966149189001,-0.00528829804394666,0.0472471060169515,-0.150850891232804,-0.0324580018560019,-0.0268508944969846,0.110030262063209,-0.0275741014574323,-9.98464685162799,1.11925356678171,1.00927986112606,1.03932063179171,1.07861363406348,1.03367382669222,1.03859229967096,1.12878416035449,1.01889323734382,1.12542401818068,1.06417058371487,0.974585876262952,1.00506744251588,0.952719879471918,1.01104943070021,0.95711916791773,-0.0134766280387032,-0.0509300395157838,0.0890884861941927,-0.0118247764848842,0.0244381699608787,-0.0694297559043525,0.0436819263043627,-0.16023075759191,0.101512884263829,0.0593576448100344,-0.0713206635785449,0.0283135775732985,-0.0736256119614368,-0.113108364775122,0.112807422868191,-9.95851070724874,1.07736731947822,1.09679096149525,0.910542077828719,0.953228930003208,1.08231763636006,0.956845083990678,1.04252133350268,1.05893219676398,1.08736001201707,1.04248480906408,1.16076432248282,1.02159156453012,0.94698254388077,0.998724827924776,1.10459224158641,-0.076505468396414,0.0702720368911085,0.0915322410719307,-0.0511280439169602,-0.0645572849809487,-0.11271633427574,-0.0281094838960398,-0.00658059564070951,0.00462275079192695,0.0344299385030786,-0.145930962583967,-0.0389498190050196,-0.0141992662321378,-0.0693895122528231,0.0805408323684525,0.996433580246914,0.996422765432099,0.996390839506173,0.504352176887429
-9.87931692765062,1.02806045114055,0.944358686272129,1.04812438465003,0.987410261226455,1.01030300707067,1.09101275420092,1.07927911293052,1.01832370276184,1.07647059318334,1.08652747920602,1.035689104566,1.02929870009765,1.0439130557261,1.02871529991026,0.888993350511641,-0.0212855089992767,0.0163411037230516,-0.0364125200442398,0.0625913810187893,0.0286963849013808,-0.0745253772269582,0.0993849846241542,-0.0621069220873736,-0.0503184264031092,-0.00287915554909237,-0.0442780729544885,0.0133137612413286,0.163675071210921,0.0127626207585023,-0.0155323932745407,-9.57264943079283,1.01988876365692,1.04476585319635,0.973705815778808,1.04745457961203,0.898725030559773,0.786979825269739,1.11527107036326,0.881967543478805,0.997525245747705,0.995805396392698,0.924099013790152,1.06076952851302,0.952503905592415,0.994945137171503,0.969250095398524,-0.0502460260822181,-0.120154222929238,0.0478577538801871,-0.0111524229484327,0.101157602535872,-0.0782839306727491,0.088139926099363,-0.0754792694289174,-0.101834905603294,-0.055273086274678,0.096751858655935,0.0257219546341274,0.122771412276008,0.121422105621965,0.000192956641862606,-9.56857806920166,0.859579034649227,0.783499462522955,1.08376696177956,1.04693652345839,0.985862678326585,1.11436215005377,1.03619666710582,0.776355399687313,0.934374100217485,0.998302756200813,0.990367039986713,1.09546991501978,1.01597171951096,1.02667858929877,1.2156245961787,0.0485912465382716,-0.0440121075650863,0.132702852821469,-0.219816223268613,0.11467935790985,0.0547679316178723,-0.0285645321409065,0.13805919656545,-0.0223381156636161,-0.0485008141214761,-0.0209702382761831,-0.0341031542288677,0.161933275145771,0.0601254449443671,0.0952049675551634,0.996772469135803,0.996684,0.996524666666667,0.550296456656695
-9.96246447160552,1.06853719038058,1.05564120439659,1.02442058879133,1.01629556748737,1.06939132265575,1.05657088519646,1.03389180643668,1.13720746750324,1.08839037754227,1.05225360798241,0.973204179931798,1.12989092196697,1.07258798326442,1.01516871937813,0.992432201924599,-0.0212694257074593,-0.12344130656189,-0.0567928786045156,-0.0481151954261679,-0.00660618731612491,-0.0397101554803551,0.0481816805579208,-0.0422909462814085,0.0432127076818343,0.0110797840479318,-0.0598796262353402,0.0263281733778498,0.0157493309366641,-0.00818674987284165,0.032036973481789,-9.90401427202909,0.985423621104895,1.10368441400692,0.923950116371363,1.02114295908867,1.0249924095706,1.00564730082204,1.0126946040688,1.03503494938261,0.980410065611201,1.13732794155424,1.17238085133211,1.03036424806368,0.984552122850417,1.01560194305347,1.02977230030567,-0.0650072239170144,-0.112763435363584,-0.0120666881751111,-0.146276419586229,-0.0721874339847195,0.0779507895587724,-0.06040474347984,0.0546588757756544,0.104256876394355,-0.14284957265055,0.0287239563866378,0.0385875247708255,-0.113265903817467,0.108101268424169,-0.00753538261252582,-10.2949550087094,1.08603990768307,1.03594562612892,1.01631204807395,1.06549294871933,1.03764549734252,0.911258829829733,1.08396892981135,1.17270154532368,1.08346598777073,1.11442470960267,1.06937286526368,1.03413978756816,0.952207895559854,1.22627003730277,1.0712254546499,-0.0302470802877515,0.0037565317016256,-0.145873093370816,0.0453755818808393,0.103345614952633,-0.0110108104162794,0.0219172024616333,-0.134737914589602,0.0568215618150005,-0.11118959409287,-0.0356697051408354,-0.168010267624086,0.0680535054220457,-0.0924178127642551,-0.00121050476831366,0.996459864197531,0.996337567901235,0.996336555555556,0.487252568411925
-9.76088733647569,1.09662082121141,1.08604813094024,0.940110193631016,0.929546003585622,1.0290590590401,1.03495004226537,1.02468287884389,0.939732667783128,0.925583955151832,0.988898823882955,1.02905605064314,0.972661554729031,1.04657136705596,1.01808098533355,1.03484605605675,0.0669887537511902,-0.00609671300259354,0.0151990438765593,-0.0449857983518794,0.0840715346132207,-0.0451955311867175,0.0573708390563154,0.0571520988929393,-0.0473319346199834,-0.0837833499498767,-0.00389755093368557,0.0582903371315443,-0.0479992214846742,-0.0890440624817343,0.0960328612998761,-9.8962550481513,0.946818328795688,1.17064272990646,0.944702527466988,0.994215483789839,0.976840259420212,0.994608883036799,1.03131313960776,0.940534502837365,1.04221502732063,1.12778957389393,1.01871439964328,1.08148075641738,1.06647704130956,1.07841652808417,0.88311962072356,-0.078419586995371,-0.0163694803045583,0.00963936403655154,0.119575589830013,-0.0784452595127095,-0.0544278093314738,-0.0405274955982598,0.0326009296130799,0.0594542860629274,-0.151641695913894,-0.0170439755400146,-0.0973505786826228,-0.0681498094746186,-0.0272456848208458,0.00837031414866016,-10.0900584619811,0.995991966593721,1.18010741295112,1.0620259999064,0.879222038848107,1.14754721435481,0.954974071091695,1.0763951148681,0.952800324698425,1.15380331438599,0.995155627423218,1.09375907297361,1.17046433264757,1.0508862221492,1.03987827511208,1.02722926363028,0.11836781258078,0.0731674152209228,0.0211772998545878,0.051404677896895,-0.0286121369727657,-0.090847297801563,0.114728190272258,-0.0549951380969278,0.0287024394489998,-0.226227454966609,-0.0556826410370698,0.0284922120209244,-0.0369986153218689,-0.122624232222975,-0.119382460538267,0.996444777777778,0.996401024691358,0.996293728395062,0.517509857004173
-9.98289663112291,1.0328689023888,1.06465799380642,1.00886598144442,1.10445600113241,0.973437928800705,0.941366806135594,1.02687948104832,1.02342665566733,1.1777295020299,1.081462817326,0.974805456141711,1.07214078783158,1.0735305764909,0.981928731912594,0.938559730131905,-0.0331890315448905,-0.0293265191359516,-0.0166221618168338,0.0746005512193298,-0.0929621175408884,0.0391989752214262,-0.0377792807586587,0.0199453846872928,-0.00219969592431602,0.0148157510599885,0.0274056335732338,-0.108834650997995,0.00314234244004234,0.0387537332187766,0.0950460684866523,-10.182775256009,1.0593550642328,1.01769456694972,1.02383246591183,0.951962433129652,1.0682066990097,1.03562102271178,1.06346212786268,1.11166320688235,1.08111963125729,1.21892522156935,1.12072807684429,1.07619729325898,1.11279964255175,0.957857542252437,1.08046781523091,0.113406476877688,-0.0727673647163748,0.0507936242666077,0.052993759116624,0.00134292156856318,0.0584806657090755,0.0389580791226371,0.00241531264603233,0.011203452656026,0.0483877723264778,0.0125973101117953,-0.173039809431674,-0.0906819746875871,-0.0176011018593295,0.13470235351496,-9.2373208948209,0.879365509521033,0.995946209390513,1.01677077147785,0.932719628301554,0.976710371487292,0.867583066021578,0.973674205494103,0.871164785305241,0.947996651242683,1.01599577071248,0.994906962977734,0.741111577777679,1.06935451746061,0.826522259835035,1.00566566275785,0.101059031490847,0.0727293803483116,-0.0137419632183979,-0.13982068074852,0.0433957479172371,-0.181106437626276,-0.0387819260173432,0.155038203891363,0.209015866802227,0.0363491916646789,0.0241600600216401,0.0466333651757887,-0.0311394126822577,-0.0510583679866703,-0.0267925032239903,0.996678728395062,0.996657555555556,0.99655775308642,0.564230408049605
