"ß_hat_log_0","ß_hat_log_1","ß_hat_log_2","ß_hat_log_3","ß_hat_log_4","ß_hat_log_5","ß_hat_log_6","ß_hat_log_7","ß_hat_log_8","ß_hat_log_9","ß_hat_log_10","ß_hat_log_11","ß_hat_log_12","ß_hat_log_13","ß_hat_log_14","ß_hat_log_15","ß_hat_log_16","ß_hat_log_17","ß_hat_log_18","ß_hat_log_19","ß_hat_log_20","ß_hat_log_21","ß_hat_log_22","ß_hat_log_23","ß_hat_log_24","ß_hat_log_25","ß_hat_log_26","ß_hat_log_27","ß_hat_log_28","ß_hat_log_29","ß_hat_log_30","ß_hat_lcc_0","ß_hat_lcc_1","ß_hat_lcc_2","ß_hat_lcc_3","ß_hat_lcc_4","ß_hat_lcc_5","ß_hat_lcc_6","ß_hat_lcc_7","ß_hat_lcc_8","ß_hat_lcc_9","ß_hat_lcc_10","ß_hat_lcc_11","ß_hat_lcc_12","ß_hat_lcc_13","ß_hat_lcc_14","ß_hat_lcc_15","ß_hat_lcc_16","ß_hat_lcc_17","ß_hat_lcc_18","ß_hat_lcc_19","ß_hat_lcc_20","ß_hat_lcc_21","ß_hat_lcc_22","ß_hat_lcc_23","ß_hat_lcc_24","ß_hat_lcc_25","ß_hat_lcc_26","ß_hat_lcc_27","ß_hat_lcc_28","ß_hat_lcc_29","ß_hat_lcc_30","a_bar_lcc","lcc_subsample_size"
-9.70161168772501,1.00145658513412,1.00213887182436,1.00004720426656,0.999242120406779,0.999013734221601,0.998096151119578,1.00331449734518,0.999922136159836,1.00180524825228,1.00052220714811,1.00004731979644,1.00091083400314,0.999302512288119,1.00291660627039,0.996393530847234,0.000175157130724422,-0.000425875322183254,0.0018694545728647,0.00185285773966166,-0.000567455404503328,-0.0032236463597145,0.00112573409176027,-0.00448705745419836,0.00151886776748242,-0.000327971067489906,-0.00223456669561844,0.00354987443845855,-0.00137270745889802,0.000432853650179232,0.00290471899704183,-9.692117479044,1.00279676830787,1.00078433189466,0.993476277097839,0.998054955186465,0.999452115905034,0.997036182977475,1.00143541175071,0.994470297180148,1.00062459250102,1.00189454933246,0.995887776916977,1.004784326636,0.994531317100608,0.999833192775973,0.996233803344777,-0.00226395300767294,0.00173435526435072,0.00203764418633807,-0.00209186631885739,-0.00382080838628471,0.0000485568696592734,0.00200014975766548,-0.00852647318843124,-0.000937914975466133,-0.00196477329915643,-0.00112667919467515,-0.000158159221264447,0.00369642714890177,0.0000724919165770142,-0.000619816663860244,0.0213823616881784,213141
