"β_hat_lcc_0","β_hat_lcc_1","β_hat_lcc_2","β_hat_lcc_3","β_hat_lcc_4","β_hat_lcc_5","β_hat_lcc_6","β_hat_lcc_7","β_hat_lcc_8","β_hat_lcc_9","β_hat_lcc_10","β_hat_lcc_11","β_hat_lcc_12","β_hat_lcc_13","β_hat_lcc_14","β_hat_lcc_15","β_hat_lcc_16","β_hat_lcc_17","β_hat_lcc_18","β_hat_lcc_19","β_hat_lcc_20","β_hat_lcc_21","β_hat_lcc_22","β_hat_lcc_23","β_hat_lcc_24","β_hat_lcc_25","β_hat_lcc_26","a_bar_lcc"
-8.85179807487847,1.02097781499077,0.967609784731025,1.04615190639938,1.01911912812675,0.94828577449843,0.942114512226663,1.0994021424499,0.987620742544447,1.01534470209254,0.990204426824017,1.00786735120798,1.01430443196703,1.09778911342891,0.0674000748203908,0.0137687221854693,-0.0576901771758723,-0.00256682328733346,-0.0252954647963148,-0.0108420886288982,0.0574066844080122,-0.0635366469382947,0.0106174087841748,-0.0686551441444366,-0.0722149822054088,-0.0505161681188228,-0.0249366109143138,0.028262431333286
-8.47072707562719,0.981493345931149,0.955983024444495,1.07152735851167,0.935777554338308,0.975397450061892,1.00260502190361,0.948195210158801,0.949824592111394,0.974965039526439,0.942333564740116,0.996040458453344,1.00261170621969,0.961813266075646,-0.0253127917623778,0.0343133632000057,-0.0174323585031346,-0.0378266109879432,0.0907227792319647,0.0346211385027713,0.0546274275591481,0.0297345344373333,-0.0421849559904129,-0.0643375251234598,0.0899286477121979,0.00607246311947801,0.00878921620227436,0.0296750803137167
-8.82835993633617,0.997565933007488,1.0458519678364,0.975988923635086,0.988040124476278,1.05383060413913,1.02066105767802,1.00119296909406,1.00935643413597,1.05243548916932,1.02606658726303,1.04717086979265,1.01524203340301,1.02853034385328,0.0703031982590495,0.0196270875035154,-0.0383512615875475,0.0488894447162692,-0.016767926083764,-0.0470394504514131,0.0185280968287624,-0.099717067784122,-0.0793167907578558,0.0186599773739917,0.0183999610892744,0.00443380994462865,-0.0552103569329399,0.0285204689088323
-8.55879439240929,0.958070132573307,0.98995253842459,1.05658043909842,0.934792299301149,1.03315301989558,0.960160951156845,0.910869594802448,1.02243072060994,0.942475813083959,0.994353093495364,1.00935383394181,0.965149421552934,1.0486147453752,-0.00843854901532992,-0.0117463530035763,-0.0653159495800477,-0.0236820371395179,0.00794659181087534,-0.0315203761713049,-0.0400003052614329,-0.0638641452208766,-0.0169911206465452,0.0425161332142237,-0.0302314780291768,0.0592949103394509,-0.00555172295418201,0.0284367756979048
-8.72842888685977,0.972742655112391,1.07461239595469,0.994973031309819,0.998101591435766,0.995858362263819,0.931803754129035,1.04242839317787,0.93523316213938,1.05211136694221,1.01924947559016,0.96647849624987,1.10451376656152,0.95761810048035,0.118858353773515,0.04532750704789,0.013349632318421,0.0962240695017323,-0.0126553263477202,-0.025575520186498,-0.0506809792744389,0.0490623497775394,-0.0309039430663126,-0.00556532913420186,-0.101330976413905,0.0493209377008935,0.0144482179228894,0.0286206459407334
-8.81038955725599,0.956610990930771,0.999566960432474,0.941002449608846,0.943735058449116,0.965534363690375,1.05754501035178,1.05962137821515,0.983019596660427,0.986768263939404,1.06463973738931,1.06103908197544,0.997300803931158,1.03759932339715,0.0872447309313879,-0.0574401657411109,-0.0118587301219584,-0.0385370670360639,0.0124521881725136,0.0655639087449074,0.00394626166262798,0.00376728573932132,-0.0511453030061033,-0.0263997179655018,0.027078830551653,-0.0978884966154344,0.0199262519760454,0.0282374026397069
-8.68494056956849,0.915161531802478,1.0464543799476,1.02316986238271,1.09163328527163,1.00921877272888,1.02883263292314,0.896993147783488,1.01014375250561,0.994095575934601,1.01308628566138,1.02657545423509,1.00647349997456,0.947700970009721,0.0677943393231777,-0.0085617670650599,0.030069025492487,-0.0112416992114024,0.0457418364572733,0.00359467102790631,0.0580577730223028,-0.00750453972916515,0.0182844715902746,-0.0797951657745472,-0.0144950193570873,0.0877058001767114,-0.0166182816780714,0.0278880274154763
-8.61281168735244,1.02661788509851,1.00939769551042,0.967735847213259,1.03780329714237,0.907024410756974,0.963520387292113,0.933567299451771,1.02059124457615,1.00973626266775,1.04882943572312,1.00676077360339,0.948728930141208,0.989546031044491,-0.0319615600060144,-0.0291570455227409,0.0491630996446452,0.110829543554043,0.0235941349592497,0.0059980165935791,-0.0271853533646434,-0.0180388971881385,0.0157797369097299,-0.000313033523630851,-0.0253646810384245,0.0944527818495814,0.0256785742846661,0.0285156488832231
-8.68694327150027,1.02377220212946,0.986572708729875,1.00409053060137,0.915735504434944,0.877722243518878,1.11191983172525,1.01905817362653,1.06458659406538,1.01479275189953,1.02254475060558,1.02922115269363,0.917432858368258,0.984082267245173,-0.0491213966655259,-0.0194318250668832,0.037423234411837,-0.07955368543873,0.0200991360232613,0.0174620127846793,0.0307351922024249,-0.0174486115512058,0.126987234637535,0.0563959539981483,-0.0255341322710833,-0.0309868947006088,0.0621521050084823,0.0278161922373862
-8.70732153935422,1.011796154173,0.96320398667942,1.06584744926657,1.03093786634245,1.03531049814141,1.01997912875242,0.987392754170611,1.02663383109394,0.96557732144611,1.04301138784305,1.01721502570472,1.03704021830488,0.863187964891195,-0.032467347882387,-0.100905947619274,0.0190840418040111,-0.0567558289701468,0.00360669709668057,-0.00760854016579944,0.0570473252327229,-0.0115802435792708,0.0212780012566029,0.0184679982572351,0.0443837323620375,0.0268074091769257,0.00553162604863832,0.0276457762785786
