"ß_hat_cc_0","ß_hat_cc_1","ß_hat_cc_2","ß_hat_cc_3","ß_hat_cc_4","ß_hat_cc_5","ß_hat_cc_6","ß_hat_cc_7","ß_hat_cc_8","ß_hat_cc_9","ß_hat_cc_10","ß_hat_wcc_0","ß_hat_wcc_1","ß_hat_wcc_2","ß_hat_wcc_3","ß_hat_wcc_4","ß_hat_wcc_5","ß_hat_wcc_6","ß_hat_wcc_7","ß_hat_wcc_8","ß_hat_wcc_9","ß_hat_wcc_10","ß_hat_lcc_0","ß_hat_lcc_1","ß_hat_lcc_2","ß_hat_lcc_3","ß_hat_lcc_4","ß_hat_lcc_5","ß_hat_lcc_6","ß_hat_lcc_7","ß_hat_lcc_8","ß_hat_lcc_9","ß_hat_lcc_10","ß_hat_logit_0","ß_hat_logit_1","ß_hat_logit_2","ß_hat_logit_3","ß_hat_logit_4","ß_hat_logit_5","ß_hat_logit_6","ß_hat_logit_7","ß_hat_logit_8","ß_hat_logit_9","ß_hat_logit_10","a_bar_lcc"
-4.63343418542519,0.953191777003622,0.904663676326839,0.966703735068273,1.00032034925736,1.00149777121255,-0.0361542348402995,-0.0686393034337104,0.0373577520578087,-0.0192039477789374,-0.014534262224762,-4.64896477171595,0.947872717668192,0.913039173359065,0.96007836209335,1.03432309799378,1.08885998309562,-0.0746351023871598,0.0897217389315357,0.00298487106916031,-0.0750921341195074,-0.0409587004653612,-4.68276434013699,0.980453859396436,0.914650939134341,0.956514288452255,1.06910351324735,1.0079243146833,0.117288509628103,-0.0197402539364221,-0.149738436754345,0.0224400167284897,0.0890654026033358,-4.63141957168767,0.98280694441469,0.946695539289051,0.97764669668359,1.00962248577531,0.98367669310927,0.00606663828704782,-0.0141232480259386,-0.0284292207257625,-0.0023073605533126,-0.000647947244829184,0.0923297086239966
-4.59659256636017,0.958709430162936,0.91632896445339,1.04313182842373,0.992938480595174,0.93235086952204,-0.0572397810040185,-0.00899504373451585,0.0192365291578881,0.0144650801534,0.106852799370754,-4.84028613467127,0.93335108288681,1.06576894074033,1.02742090134901,1.2092466222099,1.05260906123568,0.023391266405458,-0.0882024307620602,0.176587896990245,0.0197951536094869,0.0617259067969448,-4.49257927309505,0.94302681253542,0.919371728054399,0.897565132276637,0.923097880911963,0.98607092821226,0.0188401656257888,0.0106163091968249,-0.0386141185928726,-0.0386348875004548,-0.0016264386233639,-4.66087378054538,0.967256748009157,0.997504523919209,1.00136803236828,0.984613521121775,1.00972342093608,-0.00394070741868666,0.0104143450463282,-0.0030991210409331,0.012250882884392,0.0282333959578803,0.0957009081990282
-4.63378264394068,1.02675579117976,1.07264429899807,0.902127605398834,0.964995862987937,0.923940510516304,0.0732106763854182,-0.00351445555216947,0.102248453170339,0.0915701779675169,-0.104379574004424,-4.95105676057481,1.12494981347829,1.03984436520281,1.14982760989593,1.03779326453745,1.04993327897409,-0.0434076940681827,-0.0787869709297102,0.040354253646198,-0.0860029168697948,0.0174895647254384,-4.51009232922747,0.917301544242001,0.92909119128242,0.970615957154557,0.867627148643488,1.03785889687878,0.00173814696602896,0.0781338486813435,-0.0228216941604333,0.102503277324289,0.0582944947450985,-4.63089442532013,0.962485391909696,0.976319151785055,0.997967757900079,0.970729983020178,0.975385684914816,0.00648278527535773,0.0160117674705147,-0.0095207132521935,-0.000482942981236108,-0.0129420587947817,0.0883196166842882
-4.85534878760717,1.15146387688687,1.02389436249729,1.12887247218867,1.18019436461366,0.983317239772942,0.0355029141548271,-0.0864852401839681,-0.0306338502177683,-0.14510584464783,-0.0321215368602119,-4.54278549468668,0.90807609814467,0.985960458201963,0.991655424128498,0.978532048318169,0.877034870007656,0.0141234088350084,0.0598679287545361,-0.149260776071856,0.0543812929413225,-0.0295771094131846,-4.66366987639712,1.05246167032498,0.889883096794312,1.02808306044581,0.894763941759619,1.06708958173458,-0.004712675714104,-0.0174413836526222,0.00114038164541748,-0.0162198695305466,-0.0764415410696332,-4.63204779433562,0.981622212354079,0.956455125387149,0.983897847213991,0.969735266811637,0.995286843950532,0.0000494490277557212,0.00331873844827815,-0.0230956342490258,0.0122625791705333,0.00447235802772532,0.0978611735308291
-4.6075900326746,0.943833855937709,0.986851155038546,0.932246763381068,0.945986670269263,0.950928720345657,-0.00164772507037058,-0.00989794347315871,-0.0293228898927031,0.0792794209686393,0.0134167843524468,-4.86248273964508,1.10467770230325,0.9717095327383,0.981352672867138,1.22579778576179,0.978046835866079,0.0384689649391408,0.0348020830592573,0.114117823033406,-0.186451091282054,-0.0821140547588887,-4.43955210504424,0.906634947516048,0.970454157550605,0.98274103793668,0.96485133304808,0.919075431730142,0.0526970783977662,0.000751108014584528,0.0573493150504473,-0.0139669454014671,0.0102749731872847,-4.77163326360743,1.04204872604851,1.01384598163539,0.994524335192597,1.01819117730865,1.03125542567401,0.00468641722304549,-0.00201427064045272,0.0121961736000931,-0.00403001735460489,-0.0267082833840561,0.0937347437771731
-4.65358059648724,0.990066998129939,0.992266838812529,1.01906268247988,0.989023260144608,0.901279566213703,-0.0327689362916253,-0.0477729838339499,-0.0083478804850441,0.0342612466966458,0.00404916582481379,-4.79121428735122,1.12799432651225,1.00191563650835,1.04899382204905,0.970132409181708,0.999255121420399,-0.00811431862031659,0.0186174473937719,0.0584101177751369,-0.0192644975749906,0.0081670023455611,-4.79735060198428,0.993172489066376,0.937075572199887,1.03736913714952,1.071449006355,1.06205373701517,-0.0367527910378689,0.00165475606979128,-0.0989859763832944,-0.00960118436436525,-0.0380564867050414,-4.69581393913797,1.01689458767961,0.972934787625941,0.988457778423094,1.00037386295854,0.996436511535947,-0.0151744016128741,0.014646809020809,-0.0208957606338454,0.0153378411152049,0.00692335975882322,0.0937844271183641
-4.67375864030276,0.939326849475314,0.994727954688714,1.06155058825258,0.967134581243339,0.956798748699587,-0.00281680033286006,0.0622392578346461,-0.0995732658491477,0.0758360686761607,-0.0545689144028013,-4.76811845927323,1.07050739709276,0.908621112632802,0.969955640561036,1.09640890837067,1.0922399362989,0.0955381649606677,0.0619115624360655,0.0198160485294564,-0.0322738993979413,0.00615785250482885,-4.62095150549848,0.939241473489535,0.978473276713404,0.979140609229296,0.983817865112548,1.00290733623499,0.155082080861877,0.055543687805235,-0.0293615907771418,0.103423114660927,-0.0384100462527271,-4.74403950190048,1.02388943476847,1.01719505571669,1.01491131872823,1.0369855530676,0.998342545743698,0.00623861267291226,0.0206220735486747,-0.0296737249524077,0.0462512229633742,0.0144979786609163,0.0887102278315125
-4.58203374215486,0.921152561586475,1.06050998238325,0.963375172449006,1.01139944902537,0.932441358588921,-0.00685339122263176,-0.0217441940220295,0.0313090036410216,0.0525299914494401,0.0502810512354689,-5.08720626870145,1.08897754699488,1.17571925074177,1.21533083394288,1.14113678403726,1.01995474159387,-0.0614209521115781,0.102739888103337,-0.088009060903175,0.0365895991385874,0.100859220447918,-4.48131495465037,0.966068829203936,0.927750719881854,0.925914509210144,0.949994482754203,0.932512089427385,-0.0265344122592785,0.114633209255384,0.0076721132185593,0.0336078436053611,0.00121784961675662,-4.68139771893489,1.01920067154283,1.00316103419697,0.987279470472398,0.991498515185953,0.96533332128139,-0.0258704094480326,0.0312425088268568,-0.00832620803113403,-0.00148919152509431,0.0207106833715939,0.0988519888777549
-4.74691092260796,0.947679868897439,1.13812783912918,1.01624794616946,0.981893715471566,1.0438672981117,0.0217420809617315,-0.076207329912034,0.0980984803889574,-0.0287910843441454,-0.0760487432105447,-4.90136512722857,0.971150044835589,1.02993851321447,1.06307224868256,1.12944340990886,1.21731312529465,-0.136101058983931,-0.0494145030240475,-0.00449166384698047,0.0536851749448353,0.17417802840288,-4.79645566113524,0.996594183470863,1.01877205441386,1.10020557377301,1.01441680632516,0.988745251770376,-0.0118287578352627,-0.0297290746932157,0.0184318832711011,0.00462179691958525,-0.00567794643765519,-4.7334650679698,1.00840366602145,0.990229721829182,1.05970438090819,1.01424299544277,1.01015273934651,-0.00843993158679101,-0.0199517060685524,-0.0180715810680971,-0.00249205720175496,0.00691701160955248,0.0884721694235391
-4.8868990857342,1.08934652897762,1.14270382976679,1.03290219187016,1.21113171594456,1.0071415703633,-0.0145632123472423,-0.0150573063214918,0.0240246839730165,-0.00426993871834896,0.0255258280557448,-4.49244131054514,0.939777621935137,0.975687710790325,0.875063408852835,0.83257741153774,1.04209377246148,-0.0823978947368279,0.0269408773399644,-0.0319405277930754,-0.10097012619504,-0.0792296275485182,-4.65983025123549,0.971672076837057,1.07420925574868,0.931438248285114,0.960459737169701,0.933916470007905,-0.0509301041792046,-0.0168403826607996,0.0151155226558433,0.00051962121381352,-0.0597961561670561,-4.71151852436334,1.01550697073376,1.01917437112463,0.987954287874011,1.00105622184581,0.996995717672468,0.00517194514956985,0.018332804555039,0.00688755111472896,0.0117972713373885,-0.0142028901460306,0.0963460718280669
