"β_hat_cc_0","β_hat_cc_1","β_hat_cc_2","β_hat_cc_3","β_hat_cc_4","β_hat_cc_5","β_hat_cc_6","β_hat_cc_7","β_hat_cc_8","β_hat_cc_9","β_hat_cc_10","β_hat_cc_11","β_hat_cc_12","β_hat_cc_13","β_hat_cc_14","β_hat_cc_15","β_hat_cc_16","β_hat_cc_17","β_hat_cc_18","β_hat_cc_19","β_hat_cc_20","β_hat_cc_21","β_hat_cc_22","β_hat_cc_23","β_hat_cc_24","β_hat_cc_25","β_hat_cc_26","β_hat_cc_27","β_hat_cc_28","β_hat_cc_29","β_hat_cc_30","β_hat_cc_31","β_hat_cc_32","β_hat_cc_33","β_hat_cc_34","β_hat_cc_35","β_hat_cc_36","β_hat_wcc_0","β_hat_wcc_1","β_hat_wcc_2","β_hat_wcc_3","β_hat_wcc_4","β_hat_wcc_5","β_hat_wcc_6","β_hat_wcc_7","β_hat_wcc_8","β_hat_wcc_9","β_hat_wcc_10","β_hat_wcc_11","β_hat_wcc_12","β_hat_wcc_13","β_hat_wcc_14","β_hat_wcc_15","β_hat_wcc_16","β_hat_wcc_17","β_hat_wcc_18","β_hat_wcc_19","β_hat_wcc_20","β_hat_wcc_21","β_hat_wcc_22","β_hat_wcc_23","β_hat_wcc_24","β_hat_wcc_25","β_hat_wcc_26","β_hat_wcc_27","β_hat_wcc_28","β_hat_wcc_29","β_hat_wcc_30","β_hat_wcc_31","β_hat_wcc_32","β_hat_wcc_33","β_hat_wcc_34","β_hat_wcc_35","β_hat_wcc_36","β_hat_lcc_0","β_hat_lcc_1","β_hat_lcc_2","β_hat_lcc_3","β_hat_lcc_4","β_hat_lcc_5","β_hat_lcc_6","β_hat_lcc_7","β_hat_lcc_8","β_hat_lcc_9","β_hat_lcc_10","β_hat_lcc_11","β_hat_lcc_12","β_hat_lcc_13","β_hat_lcc_14","β_hat_lcc_15","β_hat_lcc_16","β_hat_lcc_17","β_hat_lcc_18","β_hat_lcc_19","β_hat_lcc_20","β_hat_lcc_21","β_hat_lcc_22","β_hat_lcc_23","β_hat_lcc_24","β_hat_lcc_25","β_hat_lcc_26","β_hat_lcc_27","β_hat_lcc_28","β_hat_lcc_29","β_hat_lcc_30","β_hat_lcc_31","β_hat_lcc_32","β_hat_lcc_33","β_hat_lcc_34","β_hat_lcc_35","β_hat_lcc_36"
-11.7438557265389,1.08289916502446,1.2362651948942,1.30412213409995,1.0680247808231,0.810302092601824,0.74313303707839,1.39276940426605,1.01295501917051,1.18633374657752,1.06397771414289,1.10034369224617,1.11985443731342,1.12046429507575,1.22334225078513,1.00830479925058,1.20790191866349,0.937327581956269,0.856479802030673,-0.192513582830607,-0.0165208288870982,-0.241899908067552,-0.0976640914676987,-0.0466879929049433,-0.102128981197714,-0.0486155119857062,-0.0330634643905528,0.120574040622967,-0.0992757185680837,0.00262119104209494,0.172644075309428,0.213810019082953,0.128822434041888,0.12852211159533,-0.0695729799245235,-0.20294777973342,0.112327587884969,-14.6628680362316,0.846721153275029,1.12619156989991,1.40940948555751,1.58468815390894,0.956766395290188,1.18949485271124,1.46653529657768,1.34954656997411,1.31954068059255,1.67410198740978,1.44549473589889,1.3181622248481,1.80127097292739,1.5331267985657,1.39848098692567,1.12550548066951,1.38831834632383,1.25160172241951,0.177909539135659,-0.321874049350323,0.205721706413148,0.00897933609373897,0.297429979028884,-0.143839497174717,-0.0689653984614723,-0.24163844790218,-0.397823597579694,-0.316312811957992,-0.28037715163165,-0.138369446909916,-0.148260699631863,0.0811544698298802,-0.391951458131694,0.117622935006603,0.103947123757303,0.0856461413413204,-9.69079176679856,0.887738329420345,0.815007558908032,0.908645864886636,0.884711891141364,0.769753066930317,0.693080656391076,0.882287161466258,0.801160931056964,0.830030688296968,0.854769907117071,0.868901833956004,0.88975440704831,0.658018652709026,0.663815788193042,1.02092678940256,0.674445479013922,0.880780067351483,0.994301579952933,-0.109973655015352,-0.0826294363673903,0.0330456318199447,-0.0852778169985635,-0.0332621881588861,-0.0611874451563974,0.127777918448311,0.10761337350884,-0.0695798354492947,-0.0873862460202247,-0.138557326484174,-0.00585568428134796,0.0132482780545997,0.043369823534764,-0.0022349949237197,0.0940350261656385,-0.0257044598465893,0.107585942188312
-11.9261947539425,1.0443729296387,1.22474614266436,0.914718140901731,1.18241037934766,1.1816467412013,1.21633566269111,1.15651600621128,0.634923675099133,1.16481106593103,0.839708881441006,0.973277204460931,1.15726640996616,1.20997252883709,1.02398007300186,1.1471016155147,1.39523124190413,1.03751903332811,1.0362402831062,-0.0931141776408572,-0.198448016227337,0.123898869920308,-0.299992720318493,-0.198879342749495,0.216093031530467,0.0206739624344707,-0.0331583779860677,-0.0562579064786873,-0.0883711790973022,-0.0220649293632235,-0.0208931428548374,-0.00803309464029717,-0.133280467326569,-0.133042471526876,0.216829710188762,-0.0338123939447366,0.0387809321471198,-12.1926757443744,1.25341653421195,1.4285025040576,0.757225722849588,0.980696277429161,1.34881695576968,1.03241499279452,1.30652755613372,1.14832680936146,1.25847677817233,1.20030067336188,0.899103096026582,0.933025091344635,0.911786452747172,1.06481781718326,0.871760588375235,1.11067903058232,1.21458230215617,1.35833397596861,-0.513651075217649,-0.0486557972691349,0.313756764194747,0.106242734630017,-0.101737737226041,0.114807919365891,-0.126675380739659,0.00525777011474805,-0.0601003695649368,0.379902236418118,0.0636485798106794,-0.169369775551905,0.248442223915821,-0.217490072479186,0.061263374123874,0.410613350171955,0.0123591592904215,0.117251001971245,-10.9139566715014,0.811560361307649,1.01188384987023,0.908310774782108,0.894493938471714,1.23547488169055,1.02389159175018,0.873404182131371,0.979168831440034,0.87202352200316,0.989359056418556,1.0105372595839,1.10433134231739,0.983242519030763,0.969061098950749,1.08426179630602,0.799543644661554,1.01405208490965,1.00987890263744,0.212547210543962,0.0572431085418108,0.0754480065976575,0.299245697910691,-0.119489094707434,-0.00809806240677813,-0.0176498649862821,0.263685465251847,-0.194799930460099,-0.371005084816009,0.0383883561741999,0.122131099244925,0.0365803835852345,-0.0596002694411062,0.149748036157821,-0.115850340484046,-0.0879885130726329,0.183739765722962
-11.7634572687695,1.12878973943138,1.13885074997984,1.21115476811431,0.749099748917246,1.25581430865722,1.14067349649738,1.16739465331663,1.13723571761892,0.916980518971569,0.987245420571686,1.04414768762579,0.847926149511711,1.02872678350847,1.13997035062809,1.06040541799038,1.01832560817156,1.05321703768824,1.08107016767728,-0.00171949459521944,-0.0674619333024168,0.283044403511895,0.0301517658639915,-0.101182848156137,-0.125308431091821,-0.1759857027061,0.30122632239712,0.118532625295787,-0.138238961544461,-0.0310613927119893,-0.117415021290582,-0.0153081836792036,0.274069636670792,0.198318097541055,0.0200374432664987,0.1590495552379,0.109853002974649,-13.7825186612873,1.33943285552087,1.05368449154206,1.47514566075852,1.05308490444919,1.47508915446916,1.41552822431769,1.49861228308206,1.51509424954953,1.18600773164649,1.31099236217815,1.01467839398889,1.21855553611064,1.38112827967885,1.25939578570142,1.2272526433717,1.32707101231947,1.37589210894241,1.09470501395064,-0.231359569513049,-0.699716207883605,-0.0632706606398949,0.225671271245946,-0.259949487285019,-0.338160819849627,-0.0832889851480578,0.0463073770673512,-0.0208153426693924,-0.312685748299101,0.206632833251386,0.122171206528394,-0.152445694342758,-0.203739770781714,0.0306925248703726,-0.543343766893385,-0.352513276497146,0.384955236201088,-11.8131803304522,0.991675294726074,1.01360658966509,1.12216307772585,0.957991461946937,1.15316319500988,1.08754659604305,1.0987573650803,1.06281994608536,0.979175901480583,1.02418271476389,1.12121911261793,1.08083749960766,1.13626856002223,1.09395362095099,1.13136538832362,1.07511174961744,1.01691868820531,0.98066251717856,-0.0440595173455441,-0.0727575364477291,0.00216453540929798,0.100171984004067,0.112881917712809,-0.129208032970178,-0.101338279951301,0.0544505512306163,-0.0208337450568883,-0.0861184026871714,-0.00653965650757188,-0.0637645716704068,-0.0101121064835978,0.0756144324860153,-0.0193860348456358,-0.0452400632875907,0.0101000820528521,-0.0354843084393207
-11.7901942343773,1.33452140084421,1.02757369367188,1.21198654689773,0.852497357840052,1.12540934525356,1.04600553504153,1.29932173684047,1.08316737975258,1.07614252794418,1.02498525712195,0.912286627821406,1.04676379307406,0.886611797446127,1.29815838780613,1.13715322326338,1.05049051333773,1.04651785459402,1.16817964954604,0.0484431487994141,-0.0770746128536057,-0.103379677130835,-0.33859199773473,-0.0648796607540215,-0.155097750418186,0.0183160605966345,-0.0239938039628838,0.00509341918965922,0.0678131982119918,-0.119381873744863,0.0218569913650394,0.537657127526312,-0.0309203083346162,-0.189205056011798,-0.00265621477302279,-0.00488199840543473,-0.110290514046369,-14.4331149840848,1.25933232014385,1.33847123954188,1.28091754724831,0.990610849727858,1.37325206457459,1.00882517438445,1.35742883418192,1.56123005492933,1.37391793342256,1.59175179183495,1.33320634702573,1.61615501353624,1.6295076859833,1.43980824808381,1.24196972261946,1.18351381694209,1.89013194726462,1.09823117505994,-0.233186069967526,-0.0601417025633195,-0.158110120825873,0.118822825817317,0.10392916873254,-0.0104726753081025,0.109587550391496,0.0160574782635273,-0.367307228826889,-0.0952981163016866,0.11136126900329,0.713593158946425,0.121102575296685,0.0162702346756062,-0.277707327215056,-0.286589906008583,-0.336608881478553,-0.351608632487465,-11.1291155541465,0.963770779839612,0.946059264201801,0.960887634422148,1.00229566663572,1.0404257531571,1.09639459813839,0.979001002305707,1.12550393893409,0.980193455928394,1.01043720344209,1.04244081850136,0.976446736899153,0.985987729945616,1.02968423792343,0.95634709637581,0.910195034188866,1.0333199693854,0.995661394027227,-0.188135653692532,-0.0407922261805513,0.0595858791805504,0.0345158074347316,0.0237142086749141,-0.017185331539756,0.0867282279680503,0.0188770202574789,0.0321578106054742,-0.0365409559146881,-0.0484366580306146,0.0455136699007826,0.00537922779137329,-0.0556636298563789,0.0169770602887439,0.075992005679993,0.0210238420134594,0.0814796966197196
-11.909534667274,1.08483203939855,1.03522476302639,1.10201895566221,1.10187457487544,1.26538159500485,1.16203958873319,1.14938660886418,0.788812846278047,1.07902618759854,1.11627511155512,1.19028761716704,1.27455522862175,1.27860607615552,1.10332387176058,0.920278066312756,0.982458994604961,1.0392142565385,1.00350646878014,0.157436065813427,0.259683745513041,-0.0402976204399252,-0.0579206631412272,0.0529597289588917,-0.0165969198968365,-0.0236200813029732,0.200025571012505,0.0607623911267695,0.0912493968630733,-0.0485053948546768,-0.011393920927601,-0.242251197841074,-0.101095452236065,-0.290388773333605,0.127610178915435,0.0236543308970388,0.113792505842631,-12.5193140481217,1.17042009791677,1.37138969686349,1.1248527568275,0.943799626146794,1.05486992501604,1.25513462410662,1.44943268941877,0.765881276670572,1.22032193745228,1.43740491506628,1.23129116389688,1.26265699731952,1.22196990473593,1.23613413137284,1.03914501469753,1.19939357485615,1.15024639717275,0.590796684628161,-0.218511308586177,0.156864587884153,-0.458203072774054,-0.209083041028051,0.0249826945371634,-0.0256074973931402,-0.119201238326078,-0.271502751492407,0.233394981440918,0.117528489450198,-0.108679506567985,-0.0240171371058435,0.103326107426649,-0.268586495878506,0.158928513747675,-0.199342779857543,-0.0982491752422165,-0.00824207996172715,-10.8820085780558,0.913729249454547,0.922304136926423,1.04485140851415,0.79852288191787,0.904837101115682,1.02621935048411,1.03378015648061,1.03556520803162,0.999956692106519,1.03308549414891,1.06432089334141,0.838038502407411,1.00440769205348,1.1103681527166,0.970039610603126,0.787621509845957,0.986925871610239,0.94760276343472,-0.140670699878646,0.0806924509083066,0.0812608849123789,0.13774772900981,-0.0593539938888294,-0.0377890449492519,0.0212705757094113,0.00161805541432236,-0.121503831871201,0.0417022322077238,-0.119873505318009,0.0521774072627095,-0.0869957948579942,-0.094946624907767,0.119382207088002,0.0658407100677825,0.0629341268214129,-0.181931448249508
-11.2999598954483,0.918434166631874,1.0043810234682,0.865453858681007,0.949485423803017,1.09135178822684,1.07767510697447,0.853694489154973,1.27790379549498,0.99444076562261,0.8122412776897,0.897758696958985,1.02051087833626,0.85485964574987,0.95562105249385,1.17021567032035,1.08697191976263,1.14954132570557,1.1295771549072,-0.42893435966877,0.251545249961588,-0.0446996017028758,0.40320786573664,0.128867280109728,0.0454333043543103,-0.104931632322605,-0.00110684075477031,0.228530300145104,0.0436192204886655,0.00245766645026574,0.0435998371843531,0.216665901920979,0.0360899077299604,-0.0857336127466223,-0.156411729916773,-0.240529894611749,-0.179856028699579,-16.6454445627629,1.82063373788164,1.33402846863836,1.83312447327898,1.58435019635776,1.80416476861012,1.93096481831847,1.29129243270319,1.93286788827169,1.35530967417424,1.42086024425423,1.48217389290028,1.67844884345171,1.42757093173253,1.43647056732583,2.04966486848174,1.64424407304162,1.58497657041208,1.32033675784888,-0.510937105832547,-0.212372025511728,0.0700536258708037,-0.0599728050260914,-0.0262943161443717,-0.307468460899066,0.408498334148334,-0.167019532477106,-0.0284389489495711,0.140877760778348,-0.318728065795372,-0.26130285789226,0.271511680168419,0.160678551544548,0.0141023404290892,-0.212425948417108,-0.125816146702483,-0.056122966687035,-11.0179998217514,0.900218613876874,0.94675691874727,0.956066054767569,0.986802180908017,0.981380163687967,0.987684922809907,1.0093333948253,0.953180413074137,0.863935862703543,1.04779341013177,1.08303990035418,1.06945034193485,0.987308132570953,0.95995321876526,1.05197433445206,0.908911126830481,0.937156261584442,0.95722812353735,-0.0867903618090372,0.0360318162535576,-0.0609816791246593,-0.0577165249621396,0.0982473693284328,0.00586420398968476,-0.0799082434519581,-0.00156428287368568,0.0695201530537152,-0.0483435246728799,-0.104974914566172,0.0427979829902382,-0.0154787955545904,-0.0394436921614989,0.0241338779525586,-0.0377081198397753,-0.00509608797663664,-0.0205625261442239
-12.8435839207752,1.19882892039166,1.25231521879828,1.30124661250497,1.25440623765827,1.13944004752091,0.848703563721384,1.25212393524488,1.09186813319414,1.16165220595055,1.26796122838399,1.28287796195657,1.24910295941051,1.16570603708454,0.858524848151308,1.23448941292768,0.975897402133124,1.2764287556445,1.36660462215977,0.103255865288384,-0.026762492559106,0.196705702968832,0.310328686398209,0.215139763332886,-0.357127076560765,0.154178623261551,-0.0524302610710162,0.116667272752246,0.0534173735058691,0.240870252771101,-0.181625967815395,0.0385307850821737,0.108618357503079,-0.103960704335635,-0.142841479553122,-0.0648616960277533,0.115188285036566,-13.9768448644463,1.5738709327871,0.988623107310557,1.04410069432819,1.33483978310361,1.42542599717054,1.30273592487489,1.38361856087371,1.30889981435254,1.3622547885359,1.58595768993177,0.954933677480486,1.51440443886968,1.16891070214862,1.39134364744704,1.25178510690761,1.11351568446362,1.32854704576998,1.30675252295289,-0.0977777564483567,-0.298878330843632,0.135646047099357,0.285032167109305,-0.0791280776740578,-0.0811485811433745,0.218963427174162,0.464541734644653,-0.181271004154282,-0.145585951718025,0.125141677788681,-0.14914503431143,-0.338554737645272,-0.185559750738992,0.0304918509130723,0.108751295622016,0.113520371820068,0.398716243475469,-10.8462801553383,0.961990195485472,0.927948035583169,0.876010602688392,0.946438218658951,0.950223584541749,0.973412985039277,0.979612014188608,0.979022009224394,1.02080378411094,1.02566073932164,1.00815947256632,0.987185798221471,0.94956114500202,0.855082641943488,0.961218105182838,0.961619593309973,0.941932447836316,0.928171153139302,0.0299411113110932,-0.151416704927236,-0.00797458497247922,-0.00215312746855906,-0.111802309678217,-0.00711443437177275,0.0149446450047545,-0.0638552575276196,0.0238436237441,-0.0560454119251529,-0.0496748905586294,0.0905546982137976,0.0455706419699968,0.0588860824679256,-0.0126435297373449,-0.105666785395934,-0.110776024350532,0.0238306772917372
-13.2261277712319,0.870901690759667,1.34554008111203,0.985969841146699,1.31357813116677,1.22805289691463,1.37089696328172,1.31425379511382,1.19143339055408,1.2870991868439,1.12476557878006,1.14401962631981,1.08626395117114,1.15609404651375,1.43404402508754,1.19177585031806,1.08356980563756,0.891607998562437,1.42219542915413,-0.0831155898239609,-0.0579103450685188,-0.0563735202056708,0.316147754932689,-0.336132072317733,-0.110070517198687,-0.0653522333928944,-0.517976260332071,0.122818643648457,0.0133536043762033,-0.0446775435355652,-0.104047488851253,0.466979090065708,0.0166955616722904,-0.0592632519569287,0.0942443454374145,0.142438879123596,0.0227656762186513,-11.8049662561534,1.16956369573369,1.30586625503362,1.16797735224306,0.925613721089255,0.95841027521414,0.816206542666413,1.00111265126666,0.935938057067799,0.899684328765363,0.981323542660962,0.948777591661648,1.40173920371663,0.844460702598952,1.15750972331586,1.26159808977084,1.17098585316807,1.06275451907872,0.932812606165445,-0.287426907892726,-0.0608803539343041,0.104491779116489,0.0918103999863977,-0.0618700641933253,-0.0249195069065105,0.0814572701410606,-0.0607866049153804,-0.517679316356285,0.148681779488651,-0.025704313455014,-0.288672356780838,0.313329751848976,-0.239292483797238,-0.18314404884307,0.129252957656616,0.189126561231128,-0.333511950481634,-11.6601341932753,1.05852396099996,0.932048615107315,1.07767636001957,1.01188765722562,1.11757638404435,1.09155028876562,1.11742152795931,0.96928791016004,1.10640406092736,0.979027153668136,1.18362355315546,1.01811374551608,1.0132858108727,1.03800550658582,0.938802990026393,1.10892350547621,0.932418148635718,1.11894279557915,-0.0629071336842262,-0.0937226146149056,-0.133694693777695,0.111952023267021,0.101748841548655,-0.0738575443034527,0.0983377390293902,-0.0743268221061153,0.0299285637852435,-0.0157113717322394,-0.153252920028729,-0.208806075234848,0.0859786147791978,0.0256516988598429,-0.0866189787749765,0.058856808730255,0.0411781639856898,-0.0953109614366489
-12.6555877276295,1.10917923300857,1.13486227743462,1.37393170523539,1.33535919514618,1.12303900981625,1.09636075347133,0.928668233042079,0.987388088920234,1.68004604085455,1.41928771199858,1.15920497419273,1.2241231180819,1.04721675354123,1.054359669344,1.31474348784805,1.07446316182926,1.41604468797886,1.00336472398958,0.101729357632246,0.0453527036716519,0.254918171586166,-0.0456141564779079,-0.174975018405211,0.329260493878671,0.293973731889751,0.155406883400134,-0.101744285606285,0.0485737984287656,-0.0232014027481517,-0.0385552492932211,0.0469724773330684,-0.0752760451894222,-0.01350955991657,0.26148762911944,0.201291390023525,0.224644131969396,-12.4055384292548,1.50609525534017,0.964181634262203,1.20115117501035,0.864594421157419,1.34421662907822,0.932807626557354,1.12562250071293,1.44023272990179,0.823828764301967,1.21567479430728,1.15316327656702,1.02803901326697,0.919512808556212,1.21564790860782,1.16349814926696,1.43510437788527,1.46265241378066,1.01166212595867,0.217666995199171,-0.11727750367057,-0.251419568695327,-0.223503749432483,0.0172411064698963,0.244171724867664,0.0795348049057068,0.091686526559315,-0.235560136891467,-0.0238068102389953,0.569484812272909,-0.064830772095791,-0.357449310145808,0.0180775656903184,-0.121057898927017,-0.118164978051623,0.481792803865214,0.306660896284168,-10.850914662295,0.902968751390863,0.958502079015894,1.02171421696136,0.996530109754021,0.994814079757897,0.898735852820174,0.853409832622439,0.960270642548573,1.04688040661506,0.932186241572743,0.936032298809056,0.911375787080366,0.958982936733441,0.960023750384578,1.08621576657069,1.03436919039307,1.00279081457809,1.01113706227133,0.0382004437930087,-0.076904114397456,-0.0857887867582919,0.0165640976559263,0.0309133481666538,0.0814162958640713,0.0311461441123565,-0.0211941165532304,-0.0207002089959947,-0.112329915080478,-0.113806698150497,-0.0404950113862242,0.000860520302339796,0.0447742339894401,-0.000020237329851458,0.0492287925951688,0.132762263414369,0.00522576034417145
-12.5755193702751,1.25576680245378,1.28328731024587,1.03627798617015,1.55884773811731,1.10061122915003,0.857634741853391,1.17749280859616,1.15077874686795,1.17683067802405,1.43838887312214,1.11116195307753,1.43967350384293,1.01851990784195,0.938234666629046,1.34852340614637,1.20891502552746,1.11546012768885,0.926103739154251,0.169829843850813,0.0291533038679204,0.0881823603530046,-0.0225727681405772,0.0484565862214004,-0.318880073615829,0.0434577047283258,-0.261310298315765,0.25455024325508,0.141719586130856,-0.138953043099891,0.0343429080056938,-0.0979365390258907,0.394876540680275,-0.0242350904436076,0.0172260327647424,-0.170271980381174,0.0850562134489231,-11.7860808076223,1.60603816647454,1.14019487212727,1.13955387312284,0.89896465915928,0.926579897348642,0.833593511735986,1.31860405237421,1.10162027800938,1.07940694461829,1.09687327681178,1.15636529802467,0.998644358552257,1.18498777161552,0.908877833259951,1.13108590172864,0.851677978126738,0.717294791371994,0.981779450563439,0.00371185224320919,0.163319903484072,0.0100842990402614,-0.0177334813816196,-0.147567196270719,0.250343146673328,-0.0339493193084689,-0.153890692012732,-0.188240455664777,-0.0884468895757383,0.181725713411003,-0.23117995913038,-0.0177489652487005,0.127810277352768,-0.124657544587206,0.0088782798459834,-0.0283751807258492,0.261305082742029,-11.7860585021959,1.08111433950872,1.03411394169297,1.1364914575326,1.15183483642285,1.02122586631558,0.9616479714954,1.09257515885335,0.981051628955851,1.09663304841057,1.14869014951795,1.1925815202459,0.995378487979672,1.03764609208114,0.990591626725322,1.09994391039443,1.04710596226509,1.10524586433891,0.953442841501754,0.0148265870803614,-0.120393674649923,0.0762490143091095,0.0750872788604162,-0.030051596323398,-0.0419264081317517,-0.0353278461941269,-0.0459796062067733,0.12387491970425,0.0594973240882835,-0.0651090577780279,-0.0819464876534038,0.0725521468468066,0.0178432872010905,-0.148564507508459,-0.00064551713045044,0.0303054813691939,-0.0303771399761187
