"β_hat_log_0","β_hat_log_1","β_hat_log_2","β_hat_log_3","β_hat_log_4","β_hat_log_5","β_hat_log_6","β_hat_log_7","β_hat_log_8","β_hat_log_9","β_hat_log_10","β_hat_log_11","β_hat_log_12","β_hat_log_13","β_hat_log_14","β_hat_log_15","β_hat_log_16","β_hat_log_17","β_hat_log_18","β_hat_log_19","β_hat_log_20","β_hat_log_21","β_hat_log_22","β_hat_log_23","β_hat_log_24","β_hat_log_25","β_hat_log_26"
-8.77849459979442,1.02497601969028,0.997346243361255,1.0072252983244,0.993550003047579,1.02256513493068,0.978988362166426,1.03978887704487,0.998003648697223,1.0145631577993,1.01999399358128,1.03505520227954,1.0050579006432,0.997838152491775,0.0386280362166591,0.0286691877915742,0.00717384491528842,-0.00398257123137434,-0.031725511348655,0.0102381773404784,0.0138076731226655,-0.0100878156291967,-0.00520708691103228,0.01387917336943,-0.0106306803210054,0.0140293198674158,0.00903534445577613
-8.8024958982241,1.00747497950167,1.0298463941085,1.03604767507133,1.03239463028554,1.0184930356755,1.02781988085994,0.997940776287294,1.01155747528503,0.999694681357788,0.994135726345879,1.0058108959085,1.00844148037494,1.01225111147751,-0.0249472767368611,-0.0204662744816323,0.0171964907932575,0.0189256787663052,-0.0117052101980433,-0.00880852350846558,0.0187189580661692,-0.00404073470731263,0.00487514531223827,-0.00853956786445658,-0.00619748902244653,0.0244189746545142,0.0280680522220952
-8.7000292318943,1.00528591634057,0.995355838508142,0.974249387518532,1.00329396776168,1.00652178627013,1.00400465463301,1.02479986341703,0.992238308159541,1.0357062507155,0.983815930817821,0.997899861078626,0.997032493812561,1.00473411617861,-0.000824895943061601,0.0287569767400647,-0.0138846104872462,0.0365163561637562,0.0311650868759793,0.000590253390493714,-0.0109091885355957,-0.0206430590492037,-0.0105329233506572,0.00695564538792034,0.0126933698349794,0.00535554284376777,0.00697010323611799
-8.84658689785918,0.986208140923075,1.0180483272184,1.00720765439174,1.03091417022857,1.00265320291647,1.02069747849531,1.02081042500435,1.03937307582306,1.03263992837109,1.00021710671377,1.03699795048525,1.0359167262173,1.01237957615052,0.00688337998128712,0.000844233776768334,-0.0134959824847308,-0.00812923311242699,0.0062587653341639,-0.00409795727219549,-0.00262982105349479,0.00582348505674757,0.0301141027321258,0.025878859467269,0.0322809871950766,-0.0184924841636658,-0.0113602126712009
-8.72712408101652,1.02002427487534,1.00958084619511,0.998294129202386,1.02432620625722,1.02391002295155,1.01878569225247,0.995893384863819,0.998290017550828,0.98347075667817,0.989236870307843,0.987609034062806,1.02186039494788,0.981643040895205,-0.00735500002307507,-0.0022244464918521,0.00751821627607987,-0.00551790444849611,-0.00630813508814685,0.00507584848912946,-0.015894047192704,0.00312180421996116,-0.0425697058560629,0.00855812798346413,0.0273381871585483,0.00998967405885402,-0.0188113034841899
-8.54008848431289,0.973125179506272,0.960688832824696,0.965618690235743,0.987511624146534,1.00372212889514,1.02417086837025,0.952500359282353,0.9469370774026,0.975793222214053,0.982608621041756,0.992010740638139,0.993727534308469,0.979697713649861,-0.0435690245394059,-0.014573180863119,0.00836037207714754,0.00370457456790535,-0.020612281341066,-0.00582340576127023,-0.00342238616133571,-0.0136558573524289,-0.0147714699140602,-0.00468375476202801,-0.0208118505905985,0.0100979861294062,-0.00145006433319942
-8.61361357240765,0.97563934362971,0.965189960864323,0.995396241285008,1.00126007033582,1.01669321944948,1.00030353079297,0.997472639600127,1.00383347797578,0.941367473469622,0.99596613980697,0.978773804030309,0.96709560916447,1.01534032471968,0.00568971414540168,0.00946401960030273,-0.0139424571010471,-0.0401854367493195,0.00283352514732104,0.00587426756645733,-0.0107089340020945,0.00159272927150697,-0.00211580571300959,-0.0325274862816142,0.000658383246187199,-0.022051658912994,0.00635786459699635
-8.7135185833244,0.987864317663949,0.991634473106195,1.04614202202827,1.01453275229933,1.00868217411539,0.996177377416882,1.00448460703729,0.976539865855476,1.00924323762904,1.00403926803303,0.957663362240864,1.00367638309525,1.02405635542432,-0.015641918259883,0.011567107764244,0.00338163214093047,0.00132173522427511,-0.00268610136317802,-0.0100595289711827,0.028252192472059,0.000686229394322335,-0.0185256312631992,-0.0276108894470252,0.0027948170108854,0.0164856321197723,-0.0147783823805693
-8.69707046621349,0.995541987562989,1.00165518123738,0.96135663953694,1.01622922204293,0.995935486936438,0.990644081110361,0.992392233031381,1.00375641789357,1.01482870912359,0.999792073709607,0.983832404801831,0.98196524761,1.03314597604376,-0.00572943667730401,0.00576961583742311,0.0214686846212057,0.0205334474880041,0.0109950615362773,0.014508617844751,-0.010477627378363,0.00521244072176374,0.00968086463378503,0.00871031955518567,-0.0194791494498106,0.0142957813230548,0.0223900309800261
-8.55701619897077,0.980967138818712,1.00220031314703,0.984408680179961,0.977901397566587,0.987116310490395,0.97011588057479,0.978733071503374,0.995816308380017,0.953021869060016,0.97088916207087,0.98685970917599,0.999813394680528,0.965422513538761,-0.00660958021777576,0.00327635696957432,-0.0331661983389865,-0.0162334632095036,-0.00518597975144104,-0.0166816863658038,-0.0294418212173975,-0.00457924109227188,0.00966032748939163,-0.00660679338933843,0.00636827877359163,0.0239306532189465,-0.00623997335580099
-8.72316564370258,0.966833134780954,0.989029700372687,0.984010398046386,1.02742818916224,0.997663583557448,1.00179024500695,0.992000009706563,1.03861711739861,1.01984509125541,1.01237567364648,0.98655117193465,1.00109917181431,1.00242575252063,-0.00306433718377726,-0.000288515608818006,-0.0103334547859668,0.0059600866828135,-0.0153071367378554,-0.0178374753377519,-0.0134210555428722,-0.0361706082134115,-0.0480930398883628,0.0183886907383462,-0.0091926313382297,0.0141518949385825,0.0141636683672665
-8.7876193499038,1.00697559239316,1.02042428089254,0.992132880701313,1.01464323690759,1.02556050278631,1.03714661648199,1.03240723786968,0.971168727286147,0.99494052746965,1.00571496571913,1.02582938103052,1.03433563753315,1.00361982068799,0.00763693790172124,-0.00767760906405913,0.00499945690658945,0.0156970597032559,-0.0101452474985089,-0.0275265588953365,0.0203383762654243,-0.0221263296742821,0.0165286846495137,-0.00368593129177742,-0.0343081106496236,0.000478192521227389,-0.0105291772419796
-8.75607805068716,1.00718269409164,1.0453753767273,1.02525054511055,1.00781740889372,0.977492012927297,1.00619075648698,1.0364868036571,1.00164174308992,0.972715492519225,0.989501748585086,1.01641128745136,0.963805443362331,1.02575962735843,0.0147432562492386,0.0266716455694262,0.0469422075511096,-0.0251512103855284,0.00700886891803353,0.00880170770729957,0.00580990878855837,-0.0159755929569955,-0.0372784629562548,-0.0123086329536835,0.00793985427679812,0.013181202298686,-0.0045464536559046
-8.64769590234279,1.0023442468376,0.973981742264024,0.965416443448591,1.00241230618764,0.993579374419858,1.01825772760432,0.992252039147881,0.979124611250384,0.985623750422066,1.00326316681315,1.01357070862715,1.00115564238202,0.99287330063237,0.00056162431789117,0.00091869453113634,-0.0137827241219092,-0.00321029157999127,-0.00289263210763345,0.0186098920012425,-0.0158877850505072,0.0124821674897238,0.0295489734699168,0.012618664470581,-0.0220252351589991,0.00290193547631925,0.008710523095873
